PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100532,123265,2017-12-24T20:40:00Z,14.8306,164.9841,0,,,,,,00111799999
2100532,123265,2017-12-24T21:00:00Z,14.8310,164.9820,,0.5,311,15,-0.497,-0.113,00111971111
2100532,123265,2017-12-24T21:40:00Z,14.8306,164.9841,0,,,,,,00111799999
2100532,123265,2017-12-24T22:40:00Z,14.8247,164.9490,0,,,,,,00111799999
2100532,123265,2017-12-24T23:40:00Z,14.8210,164.9354,0,,,,,,00111799999
2100532,123265,2017-12-25T00:00:00Z,14.8200,164.9310,,0.5,311,15,-0.482,-0.087,00111971111
2100532,123265,2017-12-25T02:40:00Z,14.8088,164.8544,0,,,,,,00111799999
2100532,123265,2017-12-25T03:00:00Z,14.8140,164.8850,,0.5,311,15,-0.458,-0.093,00111971111
2100532,123265,2017-12-25T03:40:00Z,14.8088,164.8544,0,,,,,,00111799999
2100532,123265,2017-12-25T04:40:00Z,14.8088,164.8544,0,,,,,,00111799999
2100532,123265,2017-12-25T05:40:00Z,14.8044,164.8454,0,,,,,,00111799999
2100532,123265,2017-12-25T06:00:00Z,14.8020,164.8390,,0.5,311,15,-0.502,-0.077,00111971111
2100532,123265,2017-12-25T06:40:00Z,14.7987,164.8233,0,,,,,,00111799999
2100532,123265,2017-12-25T07:40:00Z,14.7972,164.8135,0,,,,,,00111799999
2100532,123265,2017-12-25T08:40:00Z,14.7972,164.8135,0,,,,,,00111799999
2100532,123265,2017-12-25T09:00:00Z,14.7990,164.7840,,0.5,311,15,-0.458,-0.062,00111971111
2100532,123265,2017-12-25T09:40:00Z,14.8002,164.7666,0,,,,,,00111799999
2100532,123265,2017-12-25T10:40:00Z,14.7899,164.7628,0,,,,,,00111799999
2100532,123265,2017-12-25T12:00:00Z,14.7900,164.7470,,0.5,311,15,-0.473,-0.026,00111971111
2100532,123265,2017-12-25T12:40:00Z,14.7897,164.7628,0,,,,,,00111799999
2100532,123265,2017-12-25T13:40:00Z,14.7897,164.7628,0,,,,,,00111799999
2100532,123265,2017-12-25T14:40:00Z,14.7897,164.7628,0,,,,,,00111799999
2100532,123265,2017-12-25T15:00:00Z,14.7940,164.6890,,0.5,311,15,-0.542,0.036,00111971111
2100532,123265,2017-12-25T15:40:00Z,14.7897,164.7628,0,,,,,,00111799999
2100532,123265,2017-12-25T16:40:00Z,14.7952,164.6727,0,,,,,,00144799999
2100532,123265,2017-12-25T17:40:00Z,14.7951,164.6432,0,,,,,,00111799999
2100532,123265,2017-12-25T18:00:00Z,14.7970,164.6380,,0.5,311,15,-0.453,0.067,00111971111
2100532,123265,2017-12-25T18:40:00Z,14.7980,164.6332,0,,,,,,00111799999
2100532,123265,2017-12-25T19:40:00Z,14.8061,164.6120,0,,,,,,00111799999
2100532,123265,2017-12-25T20:40:00Z,14.8055,164.6022,0,,,,,,00111799999
2100532,123265,2017-12-25T21:00:00Z,14.8070,164.5980,,0.5,311,15,-0.388,0.082,00111971111
2100532,123265,2017-12-25T21:40:00Z,14.8055,164.6022,0,,,,,,00111799999
2100532,123265,2017-12-25T22:40:00Z,14.8117,164.5667,0,,,,,,00111799999
2100532,123265,2017-12-25T23:40:00Z,14.8106,164.5641,0,,,,,,00111799999
2100532,123265,2017-12-26T00:00:00Z,14.8130,164.5600,,0.5,311,15,-0.423,0.062,00111971111
2100532,123265,2017-12-26T00:40:00Z,14.8106,164.5641,0,,,,,,00111799999
2100532,123265,2017-12-26T01:40:00Z,14.8187,164.5109,0,,,,,,00144799999
2100532,123265,2017-12-26T02:40:00Z,14.8187,164.5109,0,,,,,,00111799999
2100532,123265,2017-12-26T03:00:00Z,14.8190,164.5130,,0.5,311,15,-0.423,-0.021,00111971111
2100532,123265,2017-12-26T03:40:00Z,14.8187,164.5109,0,,,,,,00111799999
2100532,123265,2017-12-26T04:40:00Z,14.8115,164.4857,0,,,,,,00111799999
2100532,123265,2017-12-26T05:40:00Z,14.8111,164.4862,0,,,,,,00111799999
2100532,123265,2017-12-26T06:00:00Z,14.8090,164.4750,,0.5,311,15,-0.388,-0.093,00111971111
2100532,123265,2017-12-26T06:40:00Z,14.8056,164.4652,0,,,,,,00111799999
2100532,123265,2017-12-26T07:40:00Z,14.8016,164.4394,0,,,,,,00111799999
2100532,123265,2017-12-26T08:40:00Z,14.8002,164.4400,0,,,,,,00111799999
2100532,123265,2017-12-26T09:00:00Z,14.8010,164.4350,,0.5,311,15,-0.433,-0.005,00111971111
2100532,123265,2017-12-26T09:40:00Z,14.8036,164.4290,0,,,,,,00111799999
2100532,123265,2017-12-26T12:00:00Z,14.8080,164.3880,,0.5,311,15,-0.453,0.015,00111971111
2100532,123265,2017-12-26T12:40:00Z,14.8083,164.4101,0,,,,,,00111799999
2100532,123265,2017-12-26T13:40:00Z,14.8020,164.3319,0,,,,,,00144799999
2100532,123265,2017-12-26T14:40:00Z,14.8020,164.3319,0,,,,,,00111799999
2100532,123265,2017-12-26T15:00:00Z,14.8040,164.3440,,0.5,311,15,-0.413,-0.103,00111971111
2100532,123265,2017-12-26T15:40:00Z,14.8020,164.3319,0,,,,,,00111799999
2100532,123265,2017-12-26T16:40:00Z,14.7899,164.3112,0,,,,,,00111799999
2100532,123265,2017-12-26T17:40:00Z,14.7893,164.3095,0,,,,,,00111799999
2100532,123265,2017-12-26T18:00:00Z,14.7880,164.3050,,0.5,311,15,-0.448,-0.103,00111971111
2100532,123265,2017-12-26T18:40:00Z,14.7847,164.2824,0,,,,,,00111799999
2100532,123265,2017-12-26T19:40:00Z,14.7847,164.2824,0,,,,,,00111799999
2100532,123265,2017-12-26T20:40:00Z,14.7829,164.2653,0,,,,,,00111799999
2100532,123265,2017-12-26T21:00:00Z,14.7840,164.2540,,0.5,311,15,-0.468,0.041,00111971111
2100532,123265,2017-12-26T21:40:00Z,14.7847,164.2469,0,,,,,,00111799999
2100532,123265,2017-12-26T22:40:00Z,14.7895,164.2380,0,,,,,,00111799999
2100532,123265,2017-12-26T23:40:00Z,14.7937,164.2258,0,,,,,,00111799999
2100532,123265,2017-12-27T00:00:00Z,14.7960,164.2110,,0.5,311,15,-0.458,0.103,00111971111
2100532,123265,2017-12-27T00:40:00Z,14.7937,164.2258,0,,,,,,00111799999
2100532,123265,2017-12-27T01:40:00Z,14.8044,164.1604,0,,,,,,00144799999
2100532,123265,2017-12-27T02:40:00Z,14.8044,164.1604,0,,,,,,00111799999
2100532,123265,2017-12-27T03:00:00Z,14.8040,164.1620,,0.5,311,15,-0.458,0.139,00111971111
2100532,123265,2017-12-27T03:40:00Z,14.8044,164.1604,0,,,,,,00111799999
2100532,123265,2017-12-27T04:40:00Z,14.8147,164.1358,0,,,,,,00111799999
2100532,123265,2017-12-27T05:40:00Z,14.8243,164.1157,0,,,,,,00111799999
2100532,123265,2017-12-27T06:00:00Z,14.8230,164.1190,,0.5,311,15,-0.467,0.201,00111971111
2100532,123265,2017-12-27T06:40:00Z,14.8243,164.1157,0,,,,,,00111799999
2100532,123265,2017-12-27T07:40:00Z,14.8377,164.0911,0,,,,,,00111799999
2100532,123265,2017-12-27T08:40:00Z,14.8414,164.0817,0,,,,,,00111799999
2100532,123265,2017-12-27T09:00:00Z,14.8430,164.0680,,0.5,311,15,-0.462,0.144,00111971111
2100532,123265,2017-12-27T09:40:00Z,14.8426,164.0618,0,,,,,,00111799999
2100532,123265,2017-12-27T10:40:00Z,14.8447,164.0522,0,,,,,,00111799999
2100532,123265,2017-12-27T11:40:00Z,14.8447,164.0522,0,,,,,,00111799999
2100532,123265,2017-12-27T12:00:00Z,14.8510,164.0260,,0.5,311,15,-0.403,0.082,00111971111
2100532,123265,2017-12-27T12:40:00Z,14.8447,164.0522,0,,,,,,00111799999
2100532,123265,2017-12-27T13:40:00Z,14.8598,163.9778,0,,,,,,00144799999
2100532,123265,2017-12-27T14:40:00Z,14.8447,164.0522,0,,,,,,00144799999
2100532,123265,2017-12-27T15:00:00Z,14.8590,163.9870,,0.5,311,15,-0.423,0.036,00111971111
2100532,123265,2017-12-27T15:40:00Z,14.8598,163.9778,0,,,,,,00144799999
2100532,123265,2017-12-27T16:40:00Z,14.8562,163.9486,0,,,,,,00111799999
2100532,123265,2017-12-27T17:40:00Z,14.8563,163.9506,0,,,,,,00111799999
2100532,123265,2017-12-27T18:00:00Z,14.8580,163.9410,,0.5,311,15,-0.448,-0.005,00111971111
2100532,123265,2017-12-27T18:40:00Z,14.8603,163.9300,0,,,,,,00111799999
2100532,123265,2017-12-27T19:40:00Z,14.8603,163.9300,0,,,,,,00111799999
2100532,123265,2017-12-27T20:40:00Z,14.8579,163.9022,0,,,,,,00111799999
2100532,123265,2017-12-27T21:00:00Z,14.8580,163.8970,,0.5,311,15,-0.413,-0.051,00111971111
2100532,123265,2017-12-27T21:40:00Z,14.8579,163.9022,0,,,,,,00111799999
2100532,123265,2017-12-27T22:40:00Z,14.8537,163.8706,0,,,,,,00111799999
2100532,123265,2017-12-27T23:40:00Z,14.8538,163.8709,0,,,,,,00111799999
2100532,123265,2017-12-28T00:00:00Z,14.8480,163.8580,,0.5,311,15,-0.338,-0.149,00111971111
2100532,123265,2017-12-28T00:40:00Z,14.8538,163.8710,0,,,,,,00111799999
2100532,123265,2017-12-28T01:40:00Z,14.8538,163.8710,0,,,,,,00111799999
2100532,123265,2017-12-28T02:40:00Z,14.8195,163.8128,0,,,,,,00144799999
2100532,123265,2017-12-28T03:00:00Z,14.8290,163.8290,,0.5,311,15,-0.323,-0.201,00111971111
2100532,123265,2017-12-28T03:40:00Z,14.8195,163.8128,0,,,,,,00111799999
2100532,123265,2017-12-28T04:40:00Z,14.8194,163.8134,0,,,,,,00111799999
2100532,123265,2017-12-28T05:40:00Z,14.8194,163.8134,0,,,,,,00111799999
2100532,123265,2017-12-28T06:00:00Z,14.8090,163.7930,,0.5,311,15,-0.408,-0.154,00111971111
2100532,123265,2017-12-28T06:40:00Z,14.8012,163.7720,0,,,,,,00111799999
2100532,123265,2017-12-28T07:40:00Z,14.8005,163.7682,0,,,,,,00111799999
2100532,123265,2017-12-28T08:40:00Z,14.7989,163.7453,0,,,,,,00111799999
2100532,123265,2017-12-28T09:00:00Z,14.7990,163.7470,,0.5,311,15,-0.448,-0.108,00111971111
2100532,123265,2017-12-28T09:40:00Z,14.7945,163.7312,0,,,,,,00111799999
2100532,123265,2017-12-28T10:40:00Z,14.7945,163.7312,0,,,,,,00111799999
2100532,123265,2017-12-28T11:40:00Z,14.7892,163.7090,0,,,,,,00111799999
2100532,123265,2017-12-28T12:00:00Z,14.7880,163.7030,,0.5,311,15,-0.418,-0.103,00111971111
2100532,123265,2017-12-28T12:40:00Z,14.7892,163.7090,0,,,,,,00111799999
2100532,123265,2017-12-28T13:40:00Z,14.7892,163.7090,0,,,,,,00111799999
2100532,123265,2017-12-28T14:40:00Z,14.7782,163.6590,0,,,,,,00111799999
2100532,123265,2017-12-28T15:00:00Z,14.7790,163.6630,,0.5,311,15,-0.373,-0.067,00111971111
2100532,123265,2017-12-28T15:40:00Z,14.7799,163.6586,0,,,,,,00111799999
2100532,123265,2017-12-28T16:40:00Z,14.7762,163.6394,0,,,,,,00111799999
2100532,123265,2017-12-28T17:40:00Z,14.7761,163.6394,0,,,,,,00111799999
2100532,123265,2017-12-28T18:00:00Z,14.7750,163.6280,,0.5,311,15,-0.338,-0.087,00111971111
2100532,123265,2017-12-28T18:40:00Z,14.7747,163.6231,0,,,,,,00111799999
2100532,123265,2017-12-28T19:40:00Z,14.7664,163.6041,0,,,,,,00111799999
2100532,123265,2017-12-28T20:40:00Z,14.7673,163.6041,0,,,,,,00111799999
2100532,123265,2017-12-28T21:00:00Z,14.7620,163.5950,,0.5,311,15,-0.368,-0.159,00111971111
2100532,123265,2017-12-28T21:40:00Z,14.7588,163.5893,0,,,,,,00111799999
2100532,123265,2017-12-28T22:40:00Z,14.7541,163.5740,0,,,,,,00111799999
2100532,123265,2017-12-28T23:40:00Z,14.7498,163.5619,0,,,,,,00111799999
2100532,123265,2017-12-29T00:00:00Z,14.7440,163.5540,,0.5,311,15,-0.418,-0.159,00111971111
2100532,123265,2017-12-29T00:40:00Z,14.7435,163.5548,0,,,,,,00111799999
2100532,123265,2017-12-29T01:40:00Z,14.7435,163.5548,0,,,,,,00111799999
2100532,123265,2017-12-29T02:40:00Z,14.7435,163.5548,0,,,,,,00111799999
2100532,123265,2017-12-29T03:00:00Z,14.7310,163.5110,,0.5,311,15,-0.463,-0.103,00111971111
2100532,123265,2017-12-29T03:40:00Z,14.7268,163.4901,0,,,,,,00144799999
2100532,123265,2017-12-29T04:40:00Z,14.7268,163.4901,0,,,,,,00111799999
2100532,123265,2017-12-29T05:40:00Z,14.7268,163.4901,0,,,,,,00111799999
2100532,123265,2017-12-29T06:00:00Z,14.7240,163.4610,,0.5,311,15,-0.537,-0.067,00111971111
2100532,123265,2017-12-29T06:40:00Z,14.7227,163.4436,0,,,,,,00111799999
2100532,123265,2017-12-29T07:40:00Z,14.7213,163.4347,0,,,,,,00111799999
2100532,123265,2017-12-29T08:40:00Z,14.7176,163.4094,0,,,,,,00111799999
2100532,123265,2017-12-29T09:00:00Z,14.7180,163.4030,,0.5,311,15,-0.483,-0.057,00111971111
2100532,123265,2017-12-29T09:40:00Z,14.7184,163.3983,0,,,,,,00111799999
2100532,123265,2017-12-29T10:40:00Z,14.7207,163.3981,0,,,,,,00111799999
2100532,123265,2017-12-29T12:00:00Z,14.7130,163.3640,,0.5,311,15,-0.358,-0.041,00111971111
2100532,123265,2017-12-29T13:40:00Z,14.7148,163.3731,0,,,,,,00111799999
2100532,123265,2017-12-29T14:40:00Z,14.7092,163.3068,0,,,,,,00144799999
2100532,123265,2017-12-29T15:00:00Z,14.7100,163.3310,,0.5,311,15,-0.388,0.005,00111971111
2100532,123265,2017-12-29T15:40:00Z,14.7092,163.3068,0,,,,,,00111799999
2100532,123265,2017-12-29T16:40:00Z,14.7092,163.3068,0,,,,,,00111799999
2100532,123265,2017-12-29T17:40:00Z,14.7091,163.3067,0,,,,,,00111799999
2100532,123265,2017-12-29T18:00:00Z,14.7140,163.2860,,0.5,311,15,-0.403,-0.026,00111971111
2100532,123265,2017-12-29T18:40:00Z,14.7146,163.2855,0,,,,,,00111799999
2100532,123265,2017-12-29T19:40:00Z,14.7062,163.2670,0,,,,,,00111799999
2100532,123265,2017-12-29T20:40:00Z,14.7045,163.2426,0,,,,,,00111799999
2100532,123265,2017-12-29T21:00:00Z,14.7050,163.2500,,0.5,311,15,-0.393,-0.077,00111971111
2100532,123265,2017-12-29T21:40:00Z,14.7045,163.2426,0,,,,,,00111799999
2100532,123265,2017-12-29T22:40:00Z,14.7045,163.2426,0,,,,,,00111799999
2100532,123265,2017-12-29T23:40:00Z,14.6990,163.2095,0,,,,,,00111799999
2100532,123265,2017-12-30T00:00:00Z,14.6990,163.2070,,0.5,311,15,-0.438,-0.031,00111971111
2100532,123265,2017-12-30T00:40:00Z,14.6986,163.2096,0,,,,,,00111799999
2100532,123265,2017-12-30T01:40:00Z,14.6986,163.2096,0,,,,,,00111799999
2100532,123265,2017-12-30T02:40:00Z,14.7002,163.1449,0,,,,,,00144799999
2100532,123265,2017-12-30T03:00:00Z,14.6990,163.1620,,0.5,311,15,-0.473,0.026,00111971111
2100532,123265,2017-12-30T03:40:00Z,14.7002,163.1449,0,,,,,,00111799999
2100532,123265,2017-12-30T04:40:00Z,14.7002,163.1449,0,,,,,,00111799999
2100532,123265,2017-12-30T05:40:00Z,14.7037,163.1148,0,,,,,,00111799999
2100532,123265,2017-12-30T06:00:00Z,14.7040,163.1120,,0.5,311,15,-0.438,0.021,00111971111
2100532,123265,2017-12-30T06:40:00Z,14.7037,163.1093,0,,,,,,00111799999
2100532,123265,2017-12-30T07:40:00Z,14.7018,163.0841,0,,,,,,00111799999
2100532,123265,2017-12-30T08:40:00Z,14.7021,163.0744,0,,,,,,00111799999
2100532,123265,2017-12-30T09:00:00Z,14.7030,163.0740,,0.5,311,15,-0.348,-0.051,00111971111
2100532,123265,2017-12-30T09:40:00Z,14.7029,163.0748,0,,,,,,00111799999
2100532,123265,2017-12-30T10:40:00Z,14.6999,163.0557,0,,,,,,00111799999
2100532,123265,2017-12-30T12:00:00Z,14.6940,163.0420,,0.5,311,15,-0.348,-0.139,00111971111
2100532,123265,2017-12-30T13:40:00Z,14.6999,163.0557,0,,,,,,00111799999
2100532,123265,2017-12-30T14:40:00Z,14.6657,162.9795,0,,,,,,00144799999
2100532,123265,2017-12-30T15:00:00Z,14.6760,163.0040,,0.5,311,15,-0.393,-0.165,00111971111
2100532,123265,2017-12-30T15:40:00Z,14.6657,162.9795,0,,,,,,00111799999
2100532,123265,2017-12-30T16:40:00Z,14.6657,162.9795,0,,,,,,00111799999
2100532,123265,2017-12-30T17:40:00Z,14.6666,162.9673,0,,,,,,00111799999
2100532,123265,2017-12-30T18:00:00Z,14.6620,162.9630,,0.5,311,15,-0.388,-0.139,00111971111
2100532,123265,2017-12-30T18:40:00Z,14.6571,162.9590,0,,,,,,00111799999
2100532,123265,2017-12-30T19:40:00Z,14.6562,162.9432,0,,,,,,00111799999
2100532,123265,2017-12-30T20:40:00Z,14.6571,162.9404,0,,,,,,00111799999
2100532,123265,2017-12-30T21:00:00Z,14.6490,162.9260,,0.5,311,15,-0.329,-0.185,00111971111
2100532,123265,2017-12-30T21:40:00Z,14.6449,162.9181,0,,,,,,00111799999
2100532,123265,2017-12-30T22:40:00Z,14.6335,162.9104,0,,,,,,00111799999
2100532,123265,2017-12-30T23:40:00Z,14.6277,162.9025,0,,,,,,00111799999
2100532,123265,2017-12-31T00:00:00Z,14.6260,162.8970,,0.5,211,15,-0.348,-0.149,00111971111
2100532,123265,2017-12-31T00:40:00Z,14.6277,162.9025,0,,,,,,00111799999
2100532,123265,2017-12-31T01:40:00Z,14.6277,162.9025,0,,,,,,00111799999
2100532,123265,2017-12-31T02:40:00Z,14.6195,162.8431,0,,,,,,00144799999
2100532,123265,2017-12-31T03:00:00Z,14.6200,162.8560,,0.5,211,15,-0.428,-0.031,00111971111
2100532,123265,2017-12-31T03:40:00Z,14.6195,162.8431,0,,,,,,00111799999
2100532,123265,2017-12-31T04:40:00Z,14.6195,162.8431,0,,,,,,00111799999
2100532,123265,2017-12-31T05:40:00Z,14.6203,162.8165,0,,,,,,00111799999
2100532,123265,2017-12-31T06:00:00Z,14.6200,162.8110,,0.5,211,15,-0.428,-0.005,00111971111
2100532,123265,2017-12-31T06:40:00Z,14.6190,162.8032,0,,,,,,00111799999
2100532,123265,2017-12-31T07:40:00Z,14.6183,162.7916,0,,,,,,00111799999
2100532,123265,2017-12-31T08:40:00Z,14.6196,162.7728,0,,,,,,00111799999
2100532,123265,2017-12-31T09:00:00Z,14.6190,162.7700,,0.5,211,15,-0.388,-0.015,00111971111
2100532,123265,2017-12-31T09:40:00Z,14.6187,162.7728,0,,,,,,00111799999
2100532,123265,2017-12-31T10:40:00Z,14.6213,162.7485,0,,,,,,00111799999
2100532,123265,2017-12-31T12:00:00Z,14.6170,162.7330,,0.5,211,15,-0.339,-0.067,00111971111
2100532,123265,2017-12-31T12:40:00Z,14.6213,162.7485,0,,,,,,00111799999
2100532,123265,2017-12-31T13:40:00Z,14.5995,162.6843,0,,,,,,00144799999
2100532,123265,2017-12-31T14:40:00Z,14.5995,162.6843,0,,,,,,00111799999
2100532,123265,2017-12-31T15:00:00Z,14.6060,162.7020,,0.5,211,15,-0.348,-0.129,00111971111
2100532,123265,2017-12-31T15:40:00Z,14.5995,162.6843,0,,,,,,00111799999
2100532,123265,2017-12-31T16:40:00Z,14.5995,162.6846,0,,,,,,00111799999
2100532,123265,2017-12-31T17:40:00Z,14.5899,162.6594,0,,,,,,00111799999
2100532,123265,2017-12-31T18:00:00Z,14.5920,162.6630,,0.5,211,15,-0.428,-0.113,00111971111
