PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101534,2017-12-19T08:00:00Z,37.8200,164.2224,0,,,,,011179999
2101534,2017-12-19T09:00:00Z,37.8290,164.2280,,311,15,0.223,0.412,011191111
2101534,2017-12-19T09:01:00Z,37.8302,164.2282,0,,,,,011179999
2101534,2017-12-19T12:00:00Z,37.8730,164.2570,,311,15,0.276,0.484,011191111
2101534,2017-12-19T15:00:00Z,37.9230,164.2960,,311,15,0.381,0.504,011191111
2101534,2017-12-19T18:00:00Z,37.9710,164.3510,,311,15,0.543,0.453,011191111
2101534,2017-12-19T18:00:00Z,37.9714,164.3498,0,,,,,011179999
2101534,2017-12-19T19:00:00Z,37.9852,164.3786,0,,,,,011179999
2101534,2017-12-19T20:00:00Z,37.9980,164.4044,0,,,,,011179999
2101534,2017-12-19T21:00:00Z,38.0110,164.4300,,311,15,0.612,0.37,011191111
2101534,2017-12-20T00:00:00Z,38.0430,164.5020,,311,15,0.583,0.324,011191111
2101534,2017-12-20T03:00:00Z,38.0740,164.5740,,311,15,0.583,0.314,011191111
2101534,2017-12-20T06:00:00Z,38.1040,164.6460,,311,15,0.579,0.309,011191111
2101534,2017-12-20T09:00:00Z,38.1340,164.7170,,311,15,0.57,0.319,011191111
2101534,2017-12-20T12:00:00Z,38.1660,164.7870,,311,15,0.554,0.35,011191111
2101534,2017-12-20T15:00:00Z,38.2020,164.8540,,311,15,0.505,0.453,011191111
2101534,2017-12-20T15:01:00Z,38.2030,164.8564,0,,,,,011179999
2101534,2017-12-20T16:00:00Z,38.2204,164.8784,0,,,,,011179999
2101534,2017-12-20T17:00:00Z,38.2370,164.8970,0,,,,,011179999
2101534,2017-12-20T18:00:00Z,38.2540,164.9120,,311,15,0.404,0.494,011191111
2101534,2017-12-20T19:02:00Z,38.2698,164.9258,0,,,,,011179999
2101534,2017-12-20T20:00:00Z,38.2842,164.9402,0,,,,,011179999
2101534,2017-12-20T21:00:00Z,38.2980,164.9540,,311,15,0.347,0.376,011191111
2101534,2017-12-20T21:00:00Z,38.2998,164.9546,0,,,,,011179999
2101534,2017-12-21T00:00:00Z,38.3270,164.9980,,311,15,0.375,0.262,011191111
