PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5102527,2017-12-26T04:00:00Z,13.7900,159.3658,0,,,,,,,,,,01117999999999
5102527,2017-12-26T05:00:00Z,13.7934,159.3536,0,,,,,,,,,,01117999999999
5102527,2017-12-26T06:00:00Z,13.7960,159.3400,,,,,,0.5,311,15,-0.36,0.082,01119999971111
5102527,2017-12-26T06:00:00Z,13.7958,159.3404,0,,,,,,,,,,01117999999999
5102527,2017-12-26T07:00:00Z,13.7978,159.3260,0,,,,,,,,,,01117999999999
5102527,2017-12-26T08:00:00Z,13.7998,159.3144,0,,,,,,,,,,01117999999999
5102527,2017-12-26T09:00:00Z,13.8020,159.3050,,,,,,0.5,311,15,-0.39,0.077,01119999971111
5102527,2017-12-26T09:00:00Z,13.8018,159.3044,0,,,,,,,,,,01117999999999
5102527,2017-12-26T10:00:00Z,13.8040,159.2916,0,,,,,,,,,,01117999999999
5102527,2017-12-26T11:00:00Z,13.8068,159.2778,0,,,,,,,,,,01117999999999
5102527,2017-12-26T12:00:00Z,13.8110,159.2620,,,,,,0.5,311,15,-0.415,0.139,01119999971111
5102527,2017-12-26T12:00:00Z,13.8112,159.2624,0,,,,,,,,,,01117999999999
5102527,2017-12-26T13:00:00Z,13.8160,159.2492,0,,,,,,,,,,01117999999999
5102527,2017-12-26T14:00:00Z,13.8230,159.2354,0,,,,,,,,,,01117999999999
5102527,2017-12-26T15:00:00Z,13.8290,159.2220,,,,,,0.5,311,15,-0.385,0.118,01119999971111
5102527,2017-12-26T15:00:00Z,13.8292,159.2226,0,,,,,,,,,,01117999999999
5102527,2017-12-26T16:00:00Z,13.8320,159.2096,0,,,,,,,,,,01117999999999
5102527,2017-12-26T17:00:00Z,13.8338,159.1970,0,,,,,,,,,,01117999999999
5102527,2017-12-26T18:00:00Z,13.8340,159.1850,,,,,,0.5,311,15,-0.365,0.072,01119999971111
5102527,2017-12-26T18:00:00Z,13.8344,159.1850,0,,,,,,,,,,01117999999999
5102527,2017-12-26T19:00:00Z,13.8358,159.1726,0,,,,,,,,,,01117999999999
5102527,2017-12-26T20:00:00Z,13.8396,159.1604,0,,,,,,,,,,01117999999999
5102527,2017-12-26T21:00:00Z,13.8430,159.1490,,,,,,0.5,311,15,-0.325,0.129,01119999971111
5102527,2017-12-26T21:00:00Z,13.8434,159.1484,0,,,,,,,,,,01117999999999
5102527,2017-12-26T22:00:00Z,13.8490,159.1376,0,,,,,,,,,,01117999999999
5102527,2017-12-26T23:00:00Z,13.8554,159.1278,0,,,,,,,,,,01117999999999
5102527,2017-12-27T00:00:00Z,13.8590,159.1200,,,,,,0.5,311,15,-0.32,0.129,01119999971111
5102527,2017-12-27T00:00:00Z,13.8590,159.1204,0,,,,,,,,,,01117999999999
5102527,2017-12-27T01:00:00Z,13.8620,159.1102,0,,,,,,,,,,01117999999999
5102527,2017-12-27T02:00:00Z,13.8638,159.0992,0,,,,,,,,,,01117999999999
5102527,2017-12-27T03:00:00Z,13.8680,159.0850,,,,,,0.5,311,15,-0.405,0.113,01119999971111
5102527,2017-12-27T03:00:00Z,13.8682,159.0864,0,,,,,,,,,,01117999999999
5102527,2017-12-27T04:00:00Z,13.8728,159.0714,0,,,,,,,,,,01117999999999
5102527,2017-12-27T05:00:00Z,13.8780,159.0554,0,,,,,,,,,,01117999999999
5102527,2017-12-27T06:00:00Z,13.8810,159.0390,,,,,,0.5,311,15,-0.439,0.154,01119999971111
5102527,2017-12-27T06:00:00Z,13.8814,159.0388,0,,,,,,,,,,01117999999999
5102527,2017-12-27T07:00:00Z,13.8862,159.0224,0,,,,,,,,,,01117999999999
5102527,2017-12-27T08:00:00Z,13.8930,159.0094,0,,,,,,,,,,01117999999999
5102527,2017-12-27T09:00:00Z,13.8980,158.9970,,,,,,0.5,311,15,-0.35,0.165,01119999971111
5102527,2017-12-27T09:00:00Z,13.8986,158.9958,0,,,,,,,,,,01117999999999
5102527,2017-12-27T10:00:00Z,13.9046,158.9856,0,,,,,,,,,,01117999999999
5102527,2017-12-27T11:00:00Z,13.9086,158.9762,0,,,,,,,,,,01117999999999
5102527,2017-12-27T12:00:00Z,13.9130,158.9690,,,,,,0.5,311,15,-0.31,0.129,01119999971111
5102527,2017-12-27T12:00:00Z,13.9126,158.9688,0,,,,,,,,,,01117999999999
5102527,2017-12-27T13:00:00Z,13.9170,158.9598,0,,,,,,,,,,01117999999999
5102527,2017-12-27T14:00:00Z,13.9212,158.9486,0,,,,,,,,,,01117999999999
5102527,2017-12-27T15:00:00Z,13.9230,158.9350,,,,,,0.5,311,15,-0.335,0.113,01119999971111
5102527,2017-12-27T15:00:00Z,13.9228,158.9358,0,,,,,,,,,,01117999999999
5102527,2017-12-27T16:00:00Z,13.9270,158.9238,0,,,,,,,,,,01117999999999
5102527,2017-12-27T17:00:00Z,13.9310,158.9114,0,,,,,,,,,,01117999999999
5102527,2017-12-27T18:00:00Z,13.9350,158.9020,,,,,,0.5,311,15,-0.28,0.108,01119999971111
5102527,2017-12-27T18:00:00Z,13.9352,158.9018,0,,,,,,,,,,01117999999999
5102527,2017-12-27T20:00:00Z,13.9420,158.8858,0,,,,,,,,,,01117999999999
5102527,2017-12-27T21:00:00Z,13.9440,158.8790,,,,,,0.5,311,15,-0.23,0.093,01119999971111
5102527,2017-12-27T21:00:00Z,13.9436,158.8794,0,,,,,,,,,,01117999999999
5102527,2017-12-27T22:00:00Z,13.9466,158.8712,0,,,,,,,,,,01117999999999
5102527,2017-12-27T23:00:00Z,13.9496,158.8644,0,,,,,,,,,,01117999999999
5102527,2017-12-28T00:00:00Z,13.9530,158.8560,,,,,,0.5,311,15,-0.28,0.113,01119999971111
5102527,2017-12-28T00:00:00Z,13.9530,158.8558,0,,,,,,,,,,01117999999999
5102527,2017-12-28T01:00:00Z,13.9574,158.8460,0,,,,,,,,,,01117999999999
5102527,2017-12-28T02:00:00Z,13.9626,158.8358,0,,,,,,,,,,01117999999999
5102527,2017-12-28T03:00:00Z,13.9660,158.8230,,,,,,0.5,311,15,-0.324,0.129,01119999971111
5102527,2017-12-28T03:00:00Z,13.9664,158.8244,0,,,,,,,,,,01117999999999
5102527,2017-12-28T04:00:00Z,13.9704,158.8124,0,,,,,,,,,,01117999999999
5102527,2017-12-28T05:00:00Z,13.9748,158.8016,0,,,,,,,,,,01117999999999
5102527,2017-12-28T06:00:00Z,13.9780,158.7910,,,,,,0.5,311,15,-0.305,0.098,01119999971111
5102527,2017-12-28T06:00:00Z,13.9784,158.7912,0,,,,,,,,,,01117999999999
5102527,2017-12-28T07:00:00Z,13.9790,158.7810,0,,,,,,,,,,01117999999999
5102527,2017-12-28T08:00:00Z,13.9834,158.7728,0,,,,,,,,,,01117999999999
5102527,2017-12-28T09:00:00Z,13.9850,158.7620,,,,,,0.5,311,15,-0.339,0.072,01119999971111
5102527,2017-12-28T09:00:00Z,13.9852,158.7612,0,,,,,,,,,,01117999999999
5102527,2017-12-28T10:00:00Z,13.9864,158.7462,0,,,,,,,,,,01117999999999
5102527,2017-12-28T11:00:00Z,13.9898,158.7340,0,,,,,,,,,,01117999999999
5102527,2017-12-28T12:00:00Z,13.9920,158.7230,,,,,,0.5,311,15,-0.369,0.067,01119999971111
5102527,2017-12-28T12:00:00Z,13.9920,158.7226,0,,,,,,,,,,01117999999999
5102527,2017-12-28T13:00:00Z,13.9946,158.7120,0,,,,,,,,,,01117999999999
5102527,2017-12-28T14:00:00Z,13.9964,158.7008,0,,,,,,,,,,01117999999999
5102527,2017-12-28T15:00:00Z,13.9980,158.6880,,,,,,0.5,311,15,-0.299,0.057,01119999971111
5102527,2017-12-28T15:00:00Z,13.9984,158.6884,0,,,,,,,,,,01117999999999
5102527,2017-12-28T16:00:00Z,14.0006,158.6796,0,,,,,,,,,,01117999999999
5102527,2017-12-28T17:00:00Z,14.0024,158.6710,0,,,,,,,,,,01117999999999
5102527,2017-12-28T18:00:00Z,14.0030,158.6630,,,,,,0.5,311,15,-0.25,0,01119999971111
5102527,2017-12-28T18:00:00Z,14.0028,158.6634,0,,,,,,,,,,01117999999999
5102527,2017-12-28T19:00:00Z,14.0010,158.6560,0,,,,,,,,,,01117999999999
5102527,2017-12-28T20:00:00Z,13.9990,158.6474,0,,,,,,,,,,01117999999999
5102527,2017-12-28T21:00:00Z,13.9980,158.6380,,,,,,0.5,311,15,-0.314,-0.015,01119999971111
5102527,2017-12-28T21:00:00Z,13.9976,158.6372,0,,,,,,,,,,01117999999999
5102527,2017-12-28T22:00:00Z,13.9978,158.6262,0,,,,,,,,,,01117999999999
5102527,2017-12-28T23:00:00Z,13.9974,158.6144,0,,,,,,,,,,01117999999999
5102527,2017-12-29T00:00:00Z,14.0000,158.6000,,,,,,0.5,311,15,-0.419,0.118,01119999971111
5102527,2017-12-29T00:00:00Z,14.0004,158.6004,0,,,,,,,,,,01117999999999
5102527,2017-12-29T01:00:00Z,14.0056,158.5866,0,,,,,,,,,,01117999999999
5102527,2017-12-29T02:00:00Z,14.0124,158.5708,0,,,,,,,,,,01117999999999
5102527,2017-12-29T03:00:00Z,14.0210,158.5540,,,,,,0.5,311,15,-0.444,0.175,01119999971111
5102527,2017-12-29T03:00:00Z,14.0196,158.5548,0,,,,,,,,,,01117999999999
5102527,2017-12-29T04:00:00Z,14.0270,158.5398,0,,,,,,,,,,01117999999999
5102527,2017-12-29T05:00:00Z,14.0318,158.5256,0,,,,,,,,,,01117999999999
5102527,2017-12-29T06:00:00Z,14.0340,158.5110,,,,,,0.5,311,15,-0.404,0.082,01119999971111
5102527,2017-12-29T06:00:00Z,14.0344,158.5112,0,,,,,,,,,,01117999999999
5102527,2017-12-29T07:00:00Z,14.0360,158.4994,0,,,,,,,,,,01117999999999
5102527,2017-12-29T08:00:00Z,14.0364,158.4862,0,,,,,,,,,,01117999999999
5102527,2017-12-29T09:00:00Z,14.0370,158.4730,,,,,,0.5,311,15,-0.364,0.057,01119999971111
5102527,2017-12-29T09:00:00Z,14.0370,158.4722,0,,,,,,,,,,01117999999999
5102527,2017-12-29T10:00:00Z,14.0376,158.4600,0,,,,,,,,,,01117999999999
5102527,2017-12-29T11:00:00Z,14.0396,158.4472,0,,,,,,,,,,01117999999999
5102527,2017-12-29T12:00:00Z,14.0450,158.4380,,,,,,0.5,311,15,-0.294,0.113,01119999971111
5102527,2017-12-29T12:00:00Z,14.0452,158.4378,0,,,,,,,,,,01117999999999
5102527,2017-12-29T13:00:00Z,14.0512,158.4278,0,,,,,,,,,,01117999999999
5102527,2017-12-29T14:00:00Z,14.0558,158.4192,0,,,,,,,,,,01117999999999
5102527,2017-12-29T15:00:00Z,14.0590,158.4140,,,,,,0.5,311,15,-0.21,0.098,01119999971111
5102527,2017-12-29T15:00:00Z,14.0594,158.4136,0,,,,,,,,,,01117999999999
5102527,2017-12-29T16:00:00Z,14.0630,158.4088,0,,,,,,,,,,01117999999999
5102527,2017-12-29T17:00:00Z,14.0664,158.4036,0,,,,,,,,,,01117999999999
5102527,2017-12-29T18:00:00Z,14.0640,158.3960,,,,,,0.5,311,15,-0.25,0.01,01119999971111
5102527,2017-12-29T18:00:00Z,14.0642,158.3956,0,,,,,,,,,,01117999999999
5102527,2017-12-29T19:00:00Z,14.0624,158.3862,0,,,,,,,,,,01117999999999
5102527,2017-12-29T20:00:00Z,14.0606,158.3762,0,,,,,,,,,,01117999999999
5102527,2017-12-29T21:00:00Z,14.0610,158.3640,,,,,,0.5,311,15,-0.349,0.046,01119999971111
5102527,2017-12-29T21:00:00Z,14.0610,158.3634,0,,,,,,,,,,01117999999999
5102527,2017-12-29T22:00:00Z,14.0636,158.3496,0,,,,,,,,,,01117999999999
5102527,2017-12-29T23:00:00Z,14.0670,158.3376,0,,,,,,,,,,01117999999999
5102527,2017-12-30T00:00:00Z,14.0730,158.3260,,,,,,0.5,311,15,-0.294,0.165,01119999971111
5102527,2017-12-30T00:00:00Z,14.0732,158.3262,0,,,,,,,,,,01117999999999
5102527,2017-12-30T01:00:00Z,14.0808,158.3180,0,,,,,,,,,,01117999999999
5102527,2017-12-30T02:00:00Z,14.0874,158.3120,0,,,,,,,,,,01117999999999
5102527,2017-12-30T03:00:00Z,14.0930,158.3050,,,,,,0.5,311,15,-0.225,0.159,01119999971111
5102527,2017-12-30T03:00:00Z,14.0932,158.3064,0,,,,,,,,,,01117999999999
5102527,2017-12-30T04:00:00Z,14.0984,158.2988,0,,,,,,,,,,01117999999999
5102527,2017-12-30T05:00:00Z,14.1012,158.2898,0,,,,,,,,,,01117999999999
5102527,2017-12-30T06:00:00Z,14.1040,158.2810,,,,,,0.5,311,15,-0.349,0.041,01119999971111
5102527,2017-12-30T06:00:00Z,14.1038,158.2824,0,,,,,,,,,,01117999999999
5102527,2017-12-30T07:00:00Z,14.1038,158.2670,0,,,,,,,,,,01117999999999
5102527,2017-12-30T08:00:00Z,14.1028,158.2498,0,,,,,,,,,,01117999999999
5102527,2017-12-30T09:00:00Z,14.1010,158.2350,,,,,,0.5,311,15,-0.444,-0.015,01119999971111
5102527,2017-12-30T09:00:00Z,14.1012,158.2342,0,,,,,,,,,,01117999999999
5102527,2017-12-30T10:00:00Z,14.0994,158.2174,0,,,,,,,,,,01117999999999
5102527,2017-12-30T11:00:00Z,14.0990,158.2038,0,,,,,,,,,,01117999999999
5102527,2017-12-30T12:00:00Z,14.1010,158.1920,,,,,,0.5,311,15,-0.379,0.031,01119999971111
5102527,2017-12-30T12:00:00Z,14.1012,158.1922,0,,,,,,,,,,01117999999999
5102527,2017-12-30T13:00:00Z,14.1052,158.1808,0,,,,,,,,,,01117999999999
5102527,2017-12-30T14:00:00Z,14.1062,158.1702,0,,,,,,,,,,01117999999999
5102527,2017-12-30T15:00:00Z,14.1070,158.1590,,,,,,0.5,311,15,-0.314,0.041,01119999971111
5102527,2017-12-30T15:00:00Z,14.1072,158.1600,0,,,,,,,,,,01117999999999
5102527,2017-12-30T16:00:00Z,14.1080,158.1506,0,,,,,,,,,,01117999999999
5102527,2017-12-30T17:00:00Z,14.1082,158.1412,0,,,,,,,,,,01117999999999
5102527,2017-12-30T18:00:00Z,14.1090,158.1290,,,,,,0.5,311,15,-0.319,0.051,01119999971111
5102527,2017-12-30T18:00:00Z,14.1090,158.1294,0,,,,,,,,,,01117999999999
5102527,2017-12-30T19:00:00Z,14.1120,158.1166,0,,,,,,,,,,01117999999999
5102527,2017-12-30T20:00:00Z,14.1152,158.1054,0,,,,,,,,,,01117999999999
5102527,2017-12-30T21:00:00Z,14.1170,158.0950,,,,,,0.5,311,15,-0.314,0.093,01119999971111
5102527,2017-12-30T21:00:00Z,14.1170,158.0942,0,,,,,,,,,,01117999999999
5102527,2017-12-30T22:00:00Z,14.1194,158.0836,0,,,,,,,,,,01117999999999
5102527,2017-12-30T23:00:00Z,14.1232,158.0750,0,,,,,,,,,,01117999999999
5102527,2017-12-31T00:00:00Z,14.1270,158.0660,,,,,,0.5,311,15,-0.319,0.098,01119999971111
5102527,2017-12-31T00:00:00Z,14.1274,158.0664,0,,,,,,,,,,01117999999999
5102527,2017-12-31T01:00:00Z,14.1312,158.0562,0,,,,,,,,,,01117999999999
5102527,2017-12-31T02:00:00Z,14.1340,158.0450,0,,,,,,,,,,01117999999999
5102527,2017-12-31T03:00:00Z,14.1360,158.0310,,,,,,0.5,311,15,-0.399,0.072,01119999971111
5102527,2017-12-31T03:00:00Z,14.1364,158.0322,0,,,,,,,,,,01117999999999
5102527,2017-12-31T04:00:00Z,14.1378,158.0160,0,,,,,,,,,,01117999999999
5102527,2017-12-31T05:00:00Z,14.1370,157.9978,0,,,,,,,,,,01117999999999
5102527,2017-12-31T06:00:00Z,14.1410,157.9860,,,,,,0.5,311,15,-0.429,0.062,01119999971111
5102527,2017-12-31T06:00:00Z,14.1408,157.9862,0,,,,,,,,,,01117999999999
5102527,2017-12-31T07:00:00Z,14.1420,157.9708,0,,,,,,,,,,01117999999999
5102527,2017-12-31T08:00:00Z,14.1446,157.9554,0,,,,,,,,,,01117999999999
5102527,2017-12-31T09:00:00Z,14.1480,157.9450,,,,,,0.5,311,15,-0.324,0.082,01119999971111
5102527,2017-12-31T09:00:00Z,14.1480,157.9438,0,,,,,,,,,,01117999999999
5102527,2017-12-31T10:00:00Z,14.1500,157.9354,0,,,,,,,,,,01117999999999
5102527,2017-12-31T11:00:00Z,14.1542,157.9282,0,,,,,,,,,,01117999999999
5102527,2017-12-31T12:00:00Z,14.1570,157.9210,,,,,,0.5,311,15,-0.259,0.015,01119999971111
5102527,2017-12-31T12:00:00Z,14.1566,157.9214,0,,,,,,,,,,01117999999999
5102527,2017-12-31T13:00:00Z,14.1566,157.9138,0,,,,,,,,,,01117999999999
5102527,2017-12-31T14:00:00Z,14.1534,157.9042,0,,,,,,,,,,01117999999999
5102527,2017-12-31T15:00:00Z,14.1510,157.8930,,,,,,0.5,311,15,-0.309,-0.057,01119999971111
5102527,2017-12-31T15:00:00Z,14.1506,157.8936,0,,,,,,,,,,01117999999999
5102527,2017-12-31T16:00:00Z,14.1490,157.8836,0,,,,,,,,,,01117999999999
5102527,2017-12-31T17:00:00Z,14.1476,157.8722,0,,,,,,,,,,01117999999999
5102527,2017-12-31T18:00:00Z,14.1460,157.8590,,,,,,0.5,311,15,-0.324,-0.021,01119999971111
5102527,2017-12-31T18:00:00Z,14.1456,157.8590,0,,,,,,,,,,01117999999999
5102527,2017-12-31T19:00:00Z,14.1454,157.8466,0,,,,,,,,,,01117999999999
5102527,2017-12-31T20:00:00Z,14.1470,157.8352,0,,,,,,,,,,01117999999999
5102527,2017-12-31T21:00:00Z,14.1470,157.8280,,,,,,0.5,311,15,-0.274,0.021,01119999971111
5102527,2017-12-31T21:00:00Z,14.1474,157.8272,0,,,,,,,,,,01117999999999
5102527,2017-12-31T22:00:00Z,14.1502,157.8186,0,,,,,,,,,,01117999999999
5102527,2017-12-31T23:00:00Z,14.1510,157.8118,0,,,,,,,,,,01117999999999
5102527,2018-01-01T00:00:00Z,14.1500,157.8040,,,,,,0.5,311,15,-0.284,-0.026,01119999971111
5102527,2018-01-01T00:00:00Z,14.1496,157.8042,0,,,,,,,,,,01117999999999
5102527,2018-01-01T01:00:00Z,14.1460,157.7958,0,,,,,,,,,,01117999999999
5102527,2018-01-01T02:00:00Z,14.1430,157.7844,0,,,,,,,,,,01117999999999
5102527,2018-01-01T03:00:00Z,14.1420,157.7710,,,,,,0.5,311,15,-0.369,-0.031,01119999971111
5102527,2018-01-01T03:00:00Z,14.1424,157.7726,0,,,,,,,,,,01117999999999
5102527,2018-01-01T04:00:00Z,14.1424,157.7558,0,,,,,,,,,,01117999999999
5102527,2018-01-01T05:00:00Z,14.1442,157.7426,0,,,,,,,,,,01117999999999
5102527,2018-01-01T06:00:00Z,14.1440,157.7300,,,,,,0.5,311,15,-0.394,0.031,01119999971111
5102527,2018-01-01T06:00:00Z,14.1442,157.7302,0,,,,,,,,,,01117999999999
5102527,2018-01-01T07:00:00Z,14.1454,157.7158,0,,,,,,,,,,01117999999999
5102527,2018-01-01T08:00:00Z,14.1464,157.7030,0,,,,,,,,,,01117999999999
5102527,2018-01-01T09:00:00Z,14.1480,157.6920,,,,,,0.5,311,15,-0.349,0.057,01119999971111
5102527,2018-01-01T09:00:00Z,14.1478,157.6912,0,,,,,,,,,,01117999999999
5102527,2018-01-01T10:00:00Z,14.1492,157.6788,0,,,,,,,,,,01117999999999
5102527,2018-01-01T11:00:00Z,14.1506,157.6694,0,,,,,,,,,,01117999999999
5102527,2018-01-01T12:00:00Z,14.1550,157.6600,,,,,,0.5,311,15,-0.339,0.057,01119999971111
5102527,2018-01-01T12:00:00Z,14.1546,157.6598,0,,,,,,,,,,01117999999999
5102527,2018-01-01T13:00:00Z,14.1556,157.6484,0,,,,,,,,,,01117999999999
5102527,2018-01-01T14:00:00Z,14.1574,157.6366,0,,,,,,,,,,01117999999999
5102527,2018-01-01T15:00:00Z,14.1590,157.6240,,,,,,0.5,311,15,-0.319,0.021,01119999971111
5102527,2018-01-01T15:00:00Z,14.1586,157.6254,0,,,,,,,,,,01117999999999
5102527,2018-01-01T16:00:00Z,14.1586,157.6160,0,,,,,,,,,,01117999999999
5102527,2018-01-01T17:00:00Z,14.1580,157.6056,0,,,,,,,,,,01117999999999
5102527,2018-01-01T18:00:00Z,14.1590,157.5960,,,,,,0.5,311,15,-0.299,0,01119999971111
5102527,2018-01-01T18:00:00Z,14.1588,157.5956,0,,,,,,,,,,01117999999999
5102527,2018-01-01T19:00:00Z,14.1590,157.5842,0,,,,,,,,,,01117999999999
5102527,2018-01-01T20:00:00Z,14.1586,157.5722,0,,,,,,,,,,01117999999999
5102527,2018-01-01T21:00:00Z,14.1590,157.5640,,,,,,0.5,311,15,-0.289,0.01,01119999971111
5102527,2018-01-01T21:00:00Z,14.1592,157.5626,0,,,,,,,,,,01117999999999
5102527,2018-01-01T22:00:00Z,14.1594,157.5534,0,,,,,,,,,,01117999999999
5102527,2018-01-01T23:00:00Z,14.1592,157.5454,0,,,,,,,,,,01117999999999
5102527,2018-01-02T00:00:00Z,14.1610,157.5380,,,,,,0.5,311,15,-0.309,0.021,01119999971111
5102527,2018-01-02T00:00:00Z,14.1608,157.5380,0,,,,,,,,,,01117999999999
5102527,2018-01-02T01:00:00Z,14.1608,157.5270,0,,,,,,,,,,01117999999999
5102527,2018-01-02T02:00:00Z,14.1622,157.5156,0,,,,,,,,,,01117999999999
5102527,2018-01-02T03:00:00Z,14.1630,157.5020,,,,,,0.5,311,15,-0.379,0.031,01119999971111
5102527,2018-01-02T03:00:00Z,14.1634,157.5034,0,,,,,,,,,,01117999999999
5102527,2018-01-02T04:00:00Z,14.1648,157.4904,0,,,,,,,,,,01117999999999
5102527,2018-01-02T05:00:00Z,14.1660,157.4758,0,,,,,,,,,,01117999999999
5102527,2018-01-02T06:00:00Z,14.1670,157.4620,,,,,,0.5,311,15,-0.379,0.123,01119999971111
5102527,2018-01-02T06:00:00Z,14.1674,157.4620,0,,,,,,,,,,01117999999999
5102527,2018-01-02T07:00:00Z,14.1730,157.4484,0,,,,,,,,,,01117999999999
5102527,2018-01-02T08:00:00Z,14.1804,157.4362,0,,,,,,,,,,01117999999999
5102527,2018-01-02T09:00:00Z,14.1870,157.4260,,,,,,0.5,311,15,-0.264,0.18,01119999971111
5102527,2018-01-02T09:00:00Z,14.1876,157.4248,0,,,,,,,,,,01117999999999
5102527,2018-01-02T10:00:00Z,14.1942,157.4164,0,,,,,,,,,,01117999999999
5102527,2018-01-02T11:00:00Z,14.1982,157.4120,0,,,,,,,,,,01117999999999
5102527,2018-01-02T12:00:00Z,14.2020,157.4090,,,,,,0.5,311,15,-0.145,0.067,01119999971111
5102527,2018-01-02T12:00:00Z,14.2016,157.4088,0,,,,,,,,,,01117999999999
5102527,2018-01-02T13:00:00Z,14.2030,157.4050,0,,,,,,,,,,01117999999999
5102527,2018-01-02T14:00:00Z,14.2020,157.4022,0,,,,,,,,,,01117999999999
5102527,2018-01-02T15:00:00Z,14.2000,157.3970,,,,,,0.5,311,15,-0.204,-0.082,01119999971111
5102527,2018-01-02T15:00:00Z,14.2000,157.3984,0,,,,,,,,,,01117999999999
5102527,2018-01-02T16:00:00Z,14.1964,157.3908,0,,,,,,,,,,01117999999999
5102527,2018-01-02T17:00:00Z,14.1914,157.3808,0,,,,,,,,,,01117999999999
5102527,2018-01-02T18:00:00Z,14.1860,157.3680,,,,,,0.5,311,15,-0.319,-0.087,01119999971111
5102527,2018-01-02T18:00:00Z,14.1860,157.3678,0,,,,,,,,,,01117999999999
5102527,2018-01-02T19:00:00Z,14.1812,157.3560,0,,,,,,,,,,01117999999999
5102527,2018-01-02T20:00:00Z,14.1810,157.3424,0,,,,,,,,,,01117999999999
5102527,2018-01-02T21:00:00Z,14.1830,157.3330,,,,,,0.5,311,15,-0.259,0.015,01119999971111
5102527,2018-01-02T21:00:00Z,14.1830,157.3324,0,,,,,,,,,,01117999999999
5102527,2018-01-02T22:00:00Z,14.1852,157.3260,0,,,,,,,,,,01117999999999
5102527,2018-01-02T23:00:00Z,14.1872,157.3208,0,,,,,,,,,,01117999999999
5102527,2018-01-03T00:00:00Z,14.1890,157.3160,,,,,,0.5,311,15,-0.209,0.036,01119999971111
5102527,2018-01-03T00:00:00Z,14.1890,157.3164,0,,,,,,,,,,01117999999999
5102527,2018-01-03T01:00:00Z,14.1892,157.3116,0,,,,,,,,,,01117999999999
5102527,2018-01-03T02:00:00Z,14.1900,157.3030,0,,,,,,,,,,01117999999999
5102527,2018-01-03T03:00:00Z,14.1900,157.2910,,,,,,0.5,311,15,-0.309,-0.072,01119999971111
5102527,2018-01-03T03:00:00Z,14.1898,157.2924,0,,,,,,,,,,01117999999999
5102527,2018-01-03T04:00:00Z,14.1868,157.2816,0,,,,,,,,,,01117999999999
5102527,2018-01-03T05:00:00Z,14.1814,157.2686,0,,,,,,,,,,01117999999999
5102527,2018-01-03T06:00:00Z,14.1750,157.2540,,,,,,0.5,311,15,-0.374,-0.062,01119999971111
5102527,2018-01-03T06:00:00Z,14.1752,157.2538,0,,,,,,,,,,01117999999999
5102527,2018-01-03T07:00:00Z,14.1758,157.2388,0,,,,,,,,,,01117999999999
5102527,2018-01-03T08:00:00Z,14.1766,157.2262,0,,,,,,,,,,01117999999999
5102527,2018-01-03T09:00:00Z,14.1780,157.2160,,,,,,0.5,311,15,-0.279,0.005,01119999971111
5102527,2018-01-03T10:00:00Z,14.1788,157.2076,0,,,,,,,,,,01117999999999
5102527,2018-01-03T11:00:00Z,14.1770,157.2018,0,,,,,,,,,,01117999999999
5102527,2018-01-03T12:00:00Z,14.1760,157.1980,,,,,,0.5,311,15,-0.205,-0.046,01119999971111
5102527,2018-01-03T12:00:00Z,14.1760,157.1980,0,,,,,,,,,,01117999999999
5102527,2018-01-03T13:00:00Z,14.1748,157.1924,0,,,,,,,,,,01117999999999
5102527,2018-01-03T14:00:00Z,14.1718,157.1854,0,,,,,,,,,,01117999999999
5102527,2018-01-03T15:00:00Z,14.1690,157.1750,,,,,,0.5,311,15,-0.314,-0.062,01119999971111
5102527,2018-01-03T15:00:00Z,14.1686,157.1760,0,,,,,,,,,,01117999999999
5102527,2018-01-03T16:00:00Z,14.1662,157.1640,0,,,,,,,,,,01117999999999
5102527,2018-01-03T17:00:00Z,14.1642,157.1500,0,,,,,,,,,,01117999999999
5102527,2018-01-03T18:00:00Z,14.1640,157.1350,,,,,,0.5,311,15,-0.374,-0.026,01119999971111
5102527,2018-01-03T18:00:00Z,14.1640,157.1354,0,,,,,,,,,,01117999999999
5102527,2018-01-03T19:00:00Z,14.1640,157.1206,0,,,,,,,,,,01117999999999
5102527,2018-01-03T20:00:00Z,14.1638,157.1088,0,,,,,,,,,,01117999999999
5102527,2018-01-03T21:00:00Z,14.1640,157.1000,,,,,,0.5,311,15,-0.309,0.005,01119999971111
5102527,2018-01-03T21:00:00Z,14.1636,157.0986,0,,,,,,,,,,01117999999999
5102527,2018-01-03T22:00:00Z,14.1632,157.0882,0,,,,,,,,,,01117999999999
5102527,2018-01-03T23:00:00Z,14.1646,157.0816,0,,,,,,,,,,01117999999999
5102527,2018-01-04T00:00:00Z,14.1650,157.0730,,,,,,0.5,311,15,-0.264,0.041,01119999971111
