PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,61,26.52,34.54,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,78,24.78,34.8,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,100,23.58,34.82,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,107,23.44,34.82,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,111,23.12,34.84,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,147,21.25,34.81,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,160,20.94,34.81,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,169,20.68,34.85,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,200,19.48,34.8,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,314,16.9,34.68,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,400,14.73,34.55,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,487,12.22,34.36,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,550,,34.25,0111191
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,641,8.06,34.19,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,757,6.47,34.26,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,768,6.1,34.24,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,812,5.65,34.29,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,866,5.44,34.36,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,900,4.88,34.34,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,953,4.57,34.39,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,1000,4.03,34.37,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,1314,2.86,34.48,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,1318,2.83,34.49,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,1687,2.25,34.57,0111111
JPBN,2011-11-19T13:53:00Z,25.6330,128.5530,2000,1.99,34.6,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,2,26.59,34.54,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,15,26.67,34.6,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,66,26.65,34.6,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,74,25.33,34.72,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,100,23.48,34.8,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,125,21.83,34.84,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,160,20.73,34.85,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,200,19.23,34.77,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,317,16.99,34.68,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,400,14.73,34.54,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,505,,34.29,0111191
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,618,8.37,34.17,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,636,7.98,34.18,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,693,7.26,34.24,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,717,6.84,34.22,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,797,5.77,34.24,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,832,5.56,34.3,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,1000,4.42,34.41,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,1095,3.64,34.41,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,1135,3.55,34.45,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,1313,2.95,34.49,0111111
JPBN,2011-11-19T17:19:00Z,25.5030,128.7510,2000,2,34.61,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,3,27.07,34.47,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,10,27.09,34.5,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,14,27.18,34.6,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,57,27.19,34.61,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,62,25.64,34.74,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,69,24.95,34.8,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,74,24.24,34.88,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,78,23.85,34.94,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,92,23.22,34.94,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,100,22.62,34.92,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,200,18.8,34.76,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,319,16.59,34.67,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,333,16.29,34.65,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,400,14.4,34.52,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,512,10.98,34.29,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,521,10.71,34.28,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,629,8.23,34.19,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,690,7.36,34.21,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,727,6.97,34.25,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,759,6.47,34.23,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,795,6.19,34.3,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,1000,4.35,34.42,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,1322,2.88,34.5,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,1326,2.86,34.5,0111111
JPBN,2011-11-19T20:43:00Z,25.3340,129.0020,2000,2.01,34.61,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,2,27.12,34.63,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,72,27.12,34.63,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,82,25.23,34.74,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,100,23.64,34.79,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,121,22.16,34.83,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,144,20.49,34.8,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,200,18.84,34.76,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,348,16.3,34.65,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,400,14.86,34.56,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,488,11.88,34.36,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,614,8.63,34.19,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,672,7.65,34.22,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,680,7.35,34.18,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,700,6.93,34.19,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,770,6.14,34.21,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,804,6.09,34.29,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,840,5.8,34.33,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,1000,4.58,34.42,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,1307,2.9,34.49,0111111
JPBN,2011-11-21T21:47:00Z,25.1700,129.2430,2000,1.99,34.61,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,3,26.33,34.68,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,79,26.33,34.68,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,87,25,34.77,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,91,24.69,34.76,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,95,24.11,34.82,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,100,23.95,34.83,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,114,22.57,34.85,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,118,22.17,34.83,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,145,20.73,34.81,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,200,19.24,34.77,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,322,17.01,34.69,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,400,15.15,34.57,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,417,14.8,34.55,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,566,10.05,34.25,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,630,8.55,34.19,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,654,8.24,34.2,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,677,7.61,34.16,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,760,6.02,34.17,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,781,5.87,34.17,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,862,5.2,34.25,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1000,4.25,34.32,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1076,4.05,34.4,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1091,3.79,34.38,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1153,3.69,34.44,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1470,2.64,34.52,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,1474,2.63,34.52,0111111
JPBN,2011-11-22T01:31:00Z,25.0010,129.4960,2000,2.04,34.6,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,1,26.06,34.66,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,79,25.91,34.65,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,90,24.12,34.87,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,100,23.17,34.88,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,114,22.1,34.88,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,133,21.48,34.88,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,200,19.17,34.78,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,316,17.29,34.7,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,400,15.52,34.6,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,456,13.97,34.5,0111111
JPBN,2011-11-22T05:55:00Z,24.8340,129.7440,476,13.38,34.46,0111111
