PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1063,3.549,34.507,1063,3.549,34.5075,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1088,3.414,34.515,1088,3.414,34.5152,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1114,3.368,34.524,1114,3.368,34.5244,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1139,3.271,34.529,1139,3.271,34.5292,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1164,3.217,34.535,1164,3.217,34.5352,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1188,3.174,34.537,1188,3.174,34.5373,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1213,3.104,34.544,1213,3.104,34.5443,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1239,3.026,34.551,1239,3.026,34.5512,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1263,2.98,34.555,1263,2.98,34.5551,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1288,2.942,34.559,1288,2.942,34.5592,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1313,2.901,34.563,1313,2.901,34.5632,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1338,2.851,34.567,1338,2.851,34.5672,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1363,2.807,34.571,1363,2.807,34.5711,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1389,2.781,34.574,1389,2.781,34.5742,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1413,2.741,34.578,1413,2.741,34.5782,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1439,2.699,34.581,1439,2.699,34.5811,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1463,2.669,34.582,1463,2.669,34.5821,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1488,2.646,34.584,1488,2.646,34.5841,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1514,2.618,34.586,1514,2.618,34.5861,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1539,2.588,34.588,1539,2.588,34.5881,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1563,2.562,34.591,1563,2.562,34.5911,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1588,2.533,34.593,1588,2.533,34.5931,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1614,2.506,34.595,1614,2.506,34.5951,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1639,2.484,34.597,1639,2.484,34.5971,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1663,2.448,34.599,1663,2.448,34.5991,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1688,2.421,34.601,1688,2.421,34.6011,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1714,2.391,34.604,1714,2.391,34.6041,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1738,2.371,34.605,1738,2.371,34.6051,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1763,2.339,34.606,1763,2.339,34.6061,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1788,2.301,34.607,1788,2.301,34.6071,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1813,2.281,34.61,1813,2.281,34.6101,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1838,2.26,34.614,1838,2.26,34.6141,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1863,2.231,34.616,1863,2.231,34.6161,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1888,2.197,34.618,1888,2.197,34.6181,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1912,2.167,34.619,1912,2.167,34.6191,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1938,2.144,34.62,1938,2.144,34.6201,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1964,2.116,34.622,1964,2.116,34.6221,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,1989,2.091,34.624,1989,2.091,34.6241,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2011-12-27T05:39:37Z,18.7420,124.7070,2003,2.079,34.625,2003,2.079,34.625,00111111111,0208_55384_060,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,6,26.477,34.08,6,26.477,34.08,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,16,26.477,34.081,16,26.477,34.081,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,26,26.475,34.081,26,26.475,34.081,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,36,26.47,34.08,36,26.47,34.0801,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,46,26.454,34.081,46,26.454,34.081,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,56,26.456,34.081,56,26.456,34.081,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
2901588,55384,2012-01-06T05:28:01Z,18.8950,124.6140,67,26.457,34.083,67,26.457,34.0838,00111111111,0208_55384_061,PRES,PRES = PRES - [PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar]; PRES_ADJUSTED = PRES,PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar in TECH file for N-1 profile,Pressures adjusted using PRES_SurfaceOffsetCorrectedNotResetNegative_1dbarResolution_dbar; Pressure drift corrected onboard the float; Manufacturers sensor accuracy,PRES,13/10/2019 22:57:19,Primary sampling: averaged [],1,1,D
