PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,82.1,23.811,34.461,82.2,23.811,34.461,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,92.8,23.81,34.462,92.9,23.81,34.462,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,93.9,23.811,34.46,94,23.811,34.46,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,104.7,23.772,34.482,104.8,23.772,34.482,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,116.4,22.118,34.813,116.5,22.118,34.813,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,127.8,21.884,34.803,127.9,21.884,34.803,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,136.4,21.595,34.813,136.5,21.595,34.813,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,147.9,21.339,34.806,148,21.339,34.806,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,151.6,21.086,34.786,151.7,21.086,34.786,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,162.7,20.659,34.775,162.8,20.659,34.775,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,173.8,19.885,34.761,173.9,19.885,34.761,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,185,19.546,34.75,185.1,19.546,34.75,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,196.5,19.362,34.742,196.6,19.362,34.742,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,207.8,19.09,34.733,207.9,19.09,34.733,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,216.6,18.9,34.73,216.7,18.9,34.73,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,228.2,18.842,34.728,228.3,18.842,34.728,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,232.4,18.805,34.727,232.5,18.805,34.727,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,244.2,18.765,34.726,244.3,18.765,34.726,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,256.1,18.713,34.725,256.2,18.713,34.725,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,267.9,18.444,34.718,268,18.444,34.718,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,276.9,18.34,34.709,277,18.34,34.709,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,281,18.075,34.696,281.1,18.075,34.696,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,293,17.546,34.684,293.1,17.546,34.684,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,304.7,17.432,34.677,304.8,17.432,34.677,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,316.4,17.228,34.668,316.5,17.228,34.668,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,327.7,17.028,34.661,327.8,17.028,34.661,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,338.5,16.823,34.651,338.6,16.823,34.651,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,346.9,16.609,34.639,347,16.609,34.639,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,357.6,16.414,34.628,357.7,16.414,34.628,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,368.5,16.153,34.612,368.6,16.153,34.612,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,378.9,15.8,34.591,379,15.8,34.591,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,382.7,15.576,34.578,382.8,15.576,34.578,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,393.5,15.193,34.56,393.6,15.193,34.56,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,404.7,14.778,34.534,404.8,14.778,34.534,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,416.1,13.917,34.49,416.2,13.917,34.49,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,427.5,13.535,34.48,427.6,13.535,34.48,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,438.6,13.392,34.473,438.7,13.392,34.473,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,447.1,13.292,34.468,447.2,13.292,34.468,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,458.2,13.037,34.449,458.3,13.037,34.449,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,461.9,13.03,34.445,462,13.03,34.445,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,472.8,12.616,34.429,472.9,12.616,34.429,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,483.5,12.227,34.425,483.6,12.227,34.425,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,494.1,12.008,34.419,494.2,12.008,34.419,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,505,11.637,34.416,505.1,11.637,34.416,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,515.7,11.123,34.366,515.8,11.123,34.366,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,525.7,10.394,34.329,525.8,10.394,34.329,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,536,9.991,34.315,536.1,9.991,34.315,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,546.1,9.757,34.31,546.2,9.757,34.31,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,556.2,9.367,34.304,556.3,9.367,34.304,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,566.4,8.998,34.3,566.5,8.998,34.3,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,576.8,8.807,34.3,576.9,8.807,34.3,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,587.3,8.729,34.292,587.4,8.729,34.292,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,597.9,8.432,34.297,598,8.432,34.297,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,608.9,8.309,34.291,609,8.309,34.291,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,617.1,7.908,34.301,617.2,7.908,34.301,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,628.2,7.806,34.302,628.3,7.806,34.302,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,638.9,7.691,34.304,639,7.691,34.304,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,642.7,7.668,34.303,642.8,7.668,34.303,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,653.3,7.494,34.308,653.4,7.494,34.308,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,664.1,7.367,34.31,664.2,7.367,34.31,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,674.5,7.144,34.312,674.6,7.144,34.312,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,685,7.048,34.309,685.1,7.048,34.309,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,695.1,6.904,34.317,695.2,6.904,34.317,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,749,5.774,34.32,749.1,5.774,34.32,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,793.9,5.583,34.359,794,5.583,34.359,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,845.1,5.196,34.379,845.2,5.196,34.379,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,897.9,4.811,34.39,898,4.811,34.39,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,947.3,4.572,34.407,947.4,4.572,34.407,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-19T23:57:02Z,26.4050,126.3210,998.9,4.458,34.412,999,4.458,34.412,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,1.5,24.09,,1.5,24.09,,00111129129,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,2,24.091,,2,24.091,,00111129129,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,8,24.098,34.588,8,24.098,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,11.3,24.093,34.589,11.3,24.093,34.589,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,12.4,24.103,34.588,12.4,24.103,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,21.8,24.112,34.588,21.8,24.112,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,25.4,24.117,34.588,25.4,24.117,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,27,24.115,34.588,27,24.115,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,36.1,24.116,34.588,36.1,24.116,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,40.1,24.117,34.589,40.1,24.117,34.589,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,41.4,24.117,34.588,41.4,24.117,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,53.3,24.123,34.589,53.3,24.123,34.589,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,54.6,24.124,34.588,54.6,24.124,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,63.5,24.125,34.588,63.5,24.125,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,66.9,24.126,34.588,66.9,24.126,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,68.3,24.126,34.588,68.3,24.126,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,76.8,24.128,34.588,76.8,24.128,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,80.6,24.127,34.588,80.6,24.127,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,88.4,24.125,34.587,88.4,24.125,34.587,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,91.7,24.117,34.585,91.7,24.117,34.585,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,98.9,24.063,34.579,98.9,24.063,34.579,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,108.7,23.158,34.721,108.7,23.158,34.721,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,118.9,22.664,34.75,118.9,22.664,34.75,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,122.4,22.239,34.777,122.4,22.239,34.777,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,133.5,21.942,34.788,133.5,21.942,34.788,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,144.4,21.714,34.788,144.4,21.714,34.788,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,155.1,21.132,34.782,155.1,21.132,34.782,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,166.4,20.709,34.778,166.4,20.709,34.778,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,177.7,20.402,34.774,177.7,20.402,34.774,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,186.9,19.623,34.759,186.9,19.623,34.759,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,198.2,19.462,34.751,198.2,19.462,34.751,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,202.2,19.461,34.75,202.2,19.461,34.75,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,213.2,19.318,34.746,213.2,19.318,34.746,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,224.2,19.118,34.738,224.2,19.118,34.738,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,235.2,18.918,34.733,235.2,18.918,34.733,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,246.3,18.846,34.731,246.3,18.846,34.731,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,257.1,18.801,34.728,257.1,18.801,34.728,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,268.1,18.514,34.724,268.1,18.514,34.724,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,276.8,18.232,34.709,276.8,18.232,34.709,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,287.9,18.073,34.697,287.9,18.073,34.697,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,298.8,17.746,34.691,298.8,17.746,34.691,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,302.6,17.68,34.688,302.6,17.68,34.688,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,313.5,17.527,34.686,313.5,17.527,34.686,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,324.6,17.377,34.68,324.6,17.377,34.68,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,335.5,17.241,34.673,335.5,17.241,34.673,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,346,17.053,34.663,346,17.053,34.663,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,356.3,16.568,34.638,356.3,16.568,34.638,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,366.8,16.288,34.622,366.8,16.288,34.622,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,377.1,15.953,34.597,377.1,15.953,34.597,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,386.9,15.287,34.565,386.9,15.287,34.565,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,396.9,14.592,34.531,396.9,14.592,34.531,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,407.4,14.309,34.517,407.4,14.309,34.517,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,417.9,14.207,34.515,417.9,14.207,34.515,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,428.2,13.962,34.498,428.2,13.962,34.498,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,438.7,13.522,34.477,438.7,13.522,34.477,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,446.9,13.088,34.455,446.9,13.088,34.455,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,457.3,12.918,34.443,457.3,12.918,34.443,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,467.8,12.592,34.433,467.8,12.592,34.433,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,478.4,12.44,34.427,478.4,12.44,34.427,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
2901990,300034013026610,2011-12-20T07:56:32Z,26.4330,126.3330,481.9,12.279,34.42,481.9,12.279,34.42,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],1,1
