PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
53576,2012-01-08T06:00:00Z,17.5870,125.7140,0,-7.6,-1.8,-0.11,-0.02,313,15,-0.103,0.077,0111711111111
53576,2012-01-08T07:31:00Z,17.5850,125.7210,0,,,,,,,,,0111799999999
53576,2012-01-08T08:08:00Z,17.5850,125.7210,0,,,,,,,,,0111799999999
53576,2012-01-08T08:20:00Z,17.5890,125.6990,0,,,,,,,,,0144799999999
53576,2012-01-08T09:00:00Z,17.5890,125.7000,0,-8.6,-1.8,-0.13,-0.03,313,15,-0.088,0.026,0111711111111
53576,2012-01-08T09:55:00Z,17.5890,125.6990,0,,,,,,,,,0111799999999
53576,2012-01-08T10:39:00Z,17.5890,125.6990,0,,,,,,,,,0111799999999
53576,2012-01-08T10:48:00Z,17.5890,125.7020,0,,,,,,,,,0111799999999
53576,2012-01-08T11:28:00Z,17.5890,125.7020,0,,,,,,,,,0111799999999
53576,2012-01-08T11:37:00Z,17.5880,125.7050,0,,,,,,,,,0111799999999
53576,2012-01-08T12:00:00Z,17.5920,125.6960,0,-9.1,-1.4,-0.16,-0.04,313,15,0.034,0.072,0111711111111
53576,2012-01-08T12:10:00Z,17.5920,125.6930,0,,,,,,,,,0111799999999
53576,2012-01-08T12:24:00Z,17.5940,125.6900,0,,,,,,,,,0111799999999
53576,2012-01-08T13:49:00Z,17.5950,125.6970,0,,,,,,,,,0111799999999
53576,2012-01-08T15:00:00Z,17.6030,125.7070,0,-9.7,-0.9,-0.16,-0.02,313,15,0.157,0.036,0111711111111
53576,2012-01-08T16:04:00Z,17.5950,125.6970,0,,,,,,,,,0111799999999
53576,2012-01-08T16:44:00Z,17.5950,125.6970,0,,,,,,,,,0111799999999
53576,2012-01-08T16:47:00Z,17.6060,125.7140,0,,,,,,,,,0144799999999
53576,2012-01-08T17:45:00Z,17.6020,125.7180,0,,,,,,,,,0111799999999
53576,2012-01-08T17:48:00Z,17.6020,125.7180,0,,,,,,,,,0111799999999
53576,2012-01-08T17:52:00Z,17.6020,125.7180,0,,,,,,,,,0111799999999
53576,2012-01-08T18:00:00Z,17.5990,125.7280,0,-9.3,-1.5,-0.15,-0.02,313,15,0.206,-0.098,0111711111111
53576,2012-01-08T18:23:00Z,17.5980,125.7270,0,,,,,,,,,0111799999999
53576,2012-01-08T19:06:00Z,17.5990,125.7290,0,,,,,,,,,0111799999999
53576,2012-01-08T20:46:00Z,17.5990,125.7290,0,,,,,,,,,0111799999999
53576,2012-01-08T21:00:00Z,17.5840,125.7490,0,-9,-0.9,-0.14,-0.02,313,15,0.147,-0.026,0111711111111
53576,2012-01-08T22:25:00Z,17.5990,125.7290,0,,,,,,,,,0111799999999
53576,2012-01-08T23:08:00Z,17.5810,125.7550,0,,,,,,,,,0111799999999
53576,2012-01-09T00:00:00Z,17.5940,125.7580,0,-9.4,-1.3,-0.16,-0.02,313,15,0.181,0.123,0111711111111
53576,2012-01-09T00:07:00Z,17.5940,125.7570,0,,,,,,,,,0111799999999
53576,2012-01-09T00:09:00Z,17.5940,125.7560,0,,,,,,,,,0111799999999
53576,2012-01-09T00:34:00Z,17.5940,125.7560,0,,,,,,,,,0111799999999
53576,2012-01-09T00:55:00Z,17.5960,125.7600,0,,,,,,,,,0111799999999
53576,2012-01-09T02:14:00Z,17.6030,125.7610,0,,,,,,,,,0111799999999
53576,2012-01-09T02:21:00Z,17.6030,125.7700,0,,,,,,,,,0144799999999
53576,2012-01-09T03:00:00Z,17.6080,125.7860,0,-10.3,-0.7,-0.16,-0.02,313,15,0.127,0.165,0111711111111
53576,2012-01-09T03:22:00Z,17.6070,125.7880,0,,,,,,,,,0111799999999
53576,2012-01-09T04:55:00Z,17.6070,125.7880,0,,,,,,,,,0111799999999
53576,2012-01-09T04:58:00Z,17.6070,125.7880,0,,,,,,,,,0111799999999
53576,2012-01-09T05:01:00Z,17.6070,125.7880,0,,,,,,,,,0111799999999
53576,2012-01-09T05:46:00Z,17.6220,125.7850,0,,,,,,,,,0111799999999
53576,2012-01-09T06:00:00Z,17.6260,125.7840,0,-8.8,-1.4,-0.15,-0.02,313,15,-0.093,0.087,0111711111111
53576,2012-01-09T07:25:00Z,17.6220,125.7850,0,,,,,,,,,0111799999999
53576,2012-01-09T07:55:00Z,17.6320,125.7790,0,,,,,,,,,0111799999999
53576,2012-01-09T09:00:00Z,17.6250,125.7670,0,-9.1,-1.6,-0.15,-0.02,313,15,-0.162,-0.041,0111711111111
53576,2012-01-09T09:30:00Z,17.6280,125.7820,0,,,,,,,,,0111799999999
53576,2012-01-09T09:40:00Z,17.6280,125.7820,0,,,,,,,,,0111799999999
53576,2012-01-09T10:22:00Z,17.6280,125.7820,0,,,,,,,,,0111799999999
53576,2012-01-09T11:19:00Z,17.6200,125.7530,0,,,,,,,,,0111799999999
53576,2012-01-09T11:25:00Z,17.6210,125.7510,0,,,,,,,,,0111799999999
53576,2012-01-09T11:48:00Z,17.6210,125.7510,0,,,,,,,,,0111799999999
53576,2012-01-09T12:00:00Z,17.6180,125.7510,0,-8.6,-1,-0.15,-0.02,313,15,-0.054,-0.098,0111711111111
53576,2012-01-09T12:02:00Z,17.6210,125.7560,0,,,,,,,,,0111799999999
53576,2012-01-09T13:24:00Z,17.6160,125.7510,0,,,,,,,,,0111799999999
53576,2012-01-09T13:30:00Z,17.6210,125.7560,0,,,,,,,,,0144799999999
53576,2012-01-09T15:00:00Z,17.6060,125.7560,0,-8.5,-1.7,-0.12,-0.02,313,15,0.054,-0.082,0111711111111
53576,2012-01-09T15:58:00Z,17.6060,125.7560,0,,,,,,,,,0111799999999
53576,2012-01-09T17:35:00Z,17.6060,125.7560,0,,,,,,,,,0111799999999
53576,2012-01-09T17:36:00Z,17.6060,125.7570,0,,,,,,,,,0144799999999
53576,2012-01-09T18:00:00Z,17.6020,125.7620,0,-8.5,-1.9,-0.12,-0.03,313,15,0.142,0.005,0111711111111
53576,2012-01-09T18:18:00Z,17.6060,125.7570,0,,,,,,,,,0111799999999
53576,2012-01-09T20:15:00Z,17.6020,125.7620,0,,,,,,,,,0111799999999
53576,2012-01-09T20:24:00Z,17.6070,125.7740,0,,,,,,,,,0144799999999
53576,2012-01-09T21:00:00Z,17.6070,125.7850,0,-9.1,-2.1,-0.14,-0.03,313,15,0.196,0.082,0111711111111
53576,2012-01-09T21:57:00Z,17.6070,125.7740,0,,,,,,,,,0111799999999
53576,2012-01-09T22:16:00Z,17.6070,125.7740,0,,,,,,,,,0111799999999
53576,2012-01-09T22:49:00Z,17.6070,125.7740,0,,,,,,,,,0111799999999
53576,2012-01-09T23:53:00Z,17.6070,125.7740,0,,,,,,,,,0111799999999
53576,2012-01-09T23:59:00Z,17.6100,125.8040,0,,,,,,,,,0144799999999
53576,2012-01-10T00:00:00Z,17.6180,125.8020,0,-8.9,-1.4,-0.13,-0.02,313,15,0.162,0.18,0111711111111
53576,2012-01-10T00:02:00Z,17.6100,125.8040,0,,,,,,,,,0111799999999
53576,2012-01-10T00:15:00Z,17.6100,125.8040,0,,,,,,,,,0111799999999
53576,2012-01-10T00:18:00Z,17.6180,125.8000,0,,,,,,,,,0144799999999
53576,2012-01-10T00:33:00Z,17.6180,125.7980,0,,,,,,,,,0111799999999
53576,2012-01-10T01:59:00Z,17.6180,125.8000,0,,,,,,,,,0111799999999
53576,2012-01-10T03:00:00Z,17.6420,125.8180,0,-8.4,-1.4,-0.11,-0.02,313,15,0.172,0.195,0111711111111
53576,2012-01-10T04:54:00Z,17.6500,125.8250,0,,,,,,,,,0111799999999
53576,2012-01-10T05:25:00Z,17.6500,125.8250,0,,,,,,,,,0111799999999
53576,2012-01-10T05:34:00Z,17.6530,125.8350,0,,,,,,,,,0144799999999
53576,2012-01-10T06:00:00Z,17.6560,125.8370,0,-8,-1.7,-0.1,-0.02,313,15,0.088,0.113,0111711111111
53576,2012-01-10T06:32:00Z,17.6530,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T07:05:00Z,17.6530,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T07:22:00Z,17.6530,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T07:24:00Z,17.6590,125.8380,0,,,,,,,,,0144799999999
53576,2012-01-10T09:00:00Z,17.6640,125.8360,0,-7.3,-2.3,-0.09,-0.03,313,15,-0.049,-0.057,0111711111111
53576,2012-01-10T09:09:00Z,17.6710,125.8470,0,,,,,,,,,0111799999999
53576,2012-01-10T10:00:00Z,17.6640,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T11:09:00Z,17.6480,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T11:29:00Z,17.6480,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T11:39:00Z,17.6480,125.8350,0,,,,,,,,,0111799999999
53576,2012-01-10T12:00:00Z,17.6450,125.8270,0,-7.2,-3.3,-0.09,-0.04,313,15,-0.049,-0.175,0111711111111
53576,2012-01-10T12:53:00Z,17.6500,125.8330,0,,,,,,,,,0111799999999
53576,2012-01-10T13:05:00Z,17.6500,125.8330,0,,,,,,,,,0111799999999
53576,2012-01-10T15:00:00Z,17.6300,125.8260,0,-6.7,-3.6,-0.08,-0.04,313,15,0.078,-0.17,0111711111111
53576,2012-01-10T15:45:00Z,17.6420,125.8200,0,,,,,,,,,0111799999999
53576,2012-01-10T17:25:00Z,17.6170,125.8380,0,,,,,,,,,0111799999999
53576,2012-01-10T18:00:00Z,17.6120,125.8430,0,-6.9,-2.5,-0.08,-0.03,313,15,0.221,-0.17,0111711111111
53576,2012-01-10T18:05:00Z,17.6130,125.8410,0,,,,,,,,,0111799999999
53576,2012-01-10T18:06:00Z,17.6120,125.8420,0,,,,,,,,,0144799999999
53576,2012-01-10T19:45:00Z,17.6120,125.8420,0,,,,,,,,,0111799999999
53576,2012-01-10T19:50:00Z,17.6120,125.8420,0,,,,,,,,,0111799999999
53576,2012-01-10T19:54:00Z,17.6030,125.8520,0,,,,,,,,,0144799999999
53576,2012-01-10T21:00:00Z,17.5970,125.8710,0,-7.2,-2.7,-0.09,-0.03,313,15,0.27,-0.077,0111711111111
53576,2012-01-10T21:34:00Z,17.6030,125.8520,0,,,,,,,,,0111799999999
53576,2012-01-10T22:23:00Z,17.6000,125.8760,0,,,,,,,,,0111799999999
53576,2012-01-10T22:30:00Z,17.5960,125.8810,0,,,,,,,,,0144799999999
53576,2012-01-10T23:44:00Z,17.5980,125.8830,0,,,,,,,,,0111799999999
53576,2012-01-11T00:00:00Z,17.5970,125.8980,0,-6.6,-4.3,-0.1,-0.05,313,15,0.211,0.021,0111711111111
53576,2012-01-11T00:09:00Z,17.5960,125.8920,0,,,,,,,,,0111799999999
53576,2012-01-11T01:34:00Z,17.5960,125.9120,0,,,,,,,,,0111799999999
53576,2012-01-11T01:40:00Z,17.5990,125.9030,0,,,,,,,,,0144799999999
53576,2012-01-11T03:00:00Z,17.6010,125.9140,0,-7.5,-4.4,-0.1,-0.06,313,15,0.132,0.036,0111711111111
53576,2012-01-11T04:36:00Z,17.5990,125.9030,0,,,,,,,,,0111799999999
53576,2012-01-11T05:15:00Z,17.6030,125.9140,0,,,,,,,,,0111799999999
53576,2012-01-11T06:00:00Z,17.6040,125.9250,0,-7.1,-4.6,-0.11,-0.06,313,15,0.064,0.077,0111711111111
53576,2012-01-11T06:23:00Z,17.6010,125.9220,0,,,,,,,,,0111799999999
53576,2012-01-11T07:03:00Z,17.6090,125.9270,0,,,,,,,,,0111799999999
53576,2012-01-11T08:44:00Z,17.6100,125.9280,0,,,,,,,,,0111799999999
53576,2012-01-11T09:00:00Z,17.6160,125.9270,0,-8.1,-4.6,-0.13,-0.07,313,15,-0.049,0.041,0111711111111
53576,2012-01-11T09:36:00Z,17.6140,125.9280,0,,,,,,,,,0111799999999
53576,2012-01-11T10:59:00Z,17.6140,125.9280,0,,,,,,,,,0111799999999
53576,2012-01-11T11:07:00Z,17.6140,125.9280,0,,,,,,,,,0111799999999
53576,2012-01-11T11:18:00Z,17.6140,125.9280,0,,,,,,,,,0111799999999
53576,2012-01-11T12:00:00Z,17.6120,125.9150,0,-7.6,-6,-0.15,-0.08,313,15,-0.064,-0.072,0111711111111
53576,2012-01-11T12:34:00Z,17.6150,125.9230,0,,,,,,,,,0111799999999
53576,2012-01-11T12:39:00Z,17.6120,125.9140,0,,,,,,,,,0144799999999
53576,2012-01-11T12:47:00Z,17.6130,125.9150,0,,,,,,,,,0111799999999
53576,2012-01-11T14:28:00Z,17.6010,125.9110,0,,,,,,,,,0111799999999
53576,2012-01-11T15:00:00Z,17.6020,125.9140,0,-8.9,-5.3,-0.16,-0.1,313,15,0.088,-0.057,0111711111111
53576,2012-01-11T15:29:00Z,17.6010,125.9110,0,,,,,,,,,0111799999999
53576,2012-01-11T17:10:00Z,17.6050,125.9250,0,,,,,,,,,0111799999999
53576,2012-01-11T17:19:00Z,17.6050,125.9250,0,,,,,,,,,0111799999999
53576,2012-01-11T17:54:00Z,17.6040,125.9340,0,,,,,,,,,0111799999999
53576,2012-01-11T18:00:00Z,17.6010,125.9330,0,-9.4,-5.4,-0.16,-0.1,313,15,0.191,0.026,0111711111111
53576,2012-01-11T18:54:00Z,17.6050,125.9330,0,,,,,,,,,0111799999999
53576,2012-01-11T19:29:00Z,17.5980,125.9410,0,,,,,,,,,0111799999999
53576,2012-01-11T21:00:00Z,17.6070,125.9530,0,-9.3,-4.3,-0.17,-0.08,313,15,0.27,0.118,0111711111111
53576,2012-01-11T21:09:00Z,17.6080,125.9530,0,,,,,,,,,0111799999999
53576,2012-01-11T22:01:00Z,17.5980,125.9410,0,,,,,,,,,0111799999999
53576,2012-01-11T23:33:00Z,17.6160,125.9810,0,,,,,,,,,0111799999999
53576,2012-01-11T23:40:00Z,17.6160,125.9810,0,,,,,,,,,0111799999999
53576,2012-01-11T23:46:00Z,17.6210,125.9730,0,,,,,,,,,0144799999999
53576,2012-01-12T00:00:00Z,17.6240,125.9880,0,-9.9,-4.5,-0.19,-0.08,313,15,0.289,0.175,0111711111111
53576,2012-01-12T01:08:00Z,17.6160,125.9810,0,,,,,,,,,0111799999999
53576,2012-01-12T01:15:00Z,17.6160,125.9810,0,,,,,,,,,0111799999999
53576,2012-01-12T01:18:00Z,17.6320,125.9940,0,,,,,,,,,0144799999999
53576,2012-01-12T03:00:00Z,17.6410,126.0120,0,-10.5,-4,-0.2,-0.08,313,15,0.206,0.113,0111711111111
53576,2012-01-12T04:25:00Z,17.6330,125.9930,0,,,,,,,,,0111799999999
53576,2012-01-12T04:29:00Z,17.6440,126.0200,0,,,,,,,,,0144799999999
53576,2012-01-12T05:05:00Z,17.6440,126.0200,0,,,,,,,,,0111799999999
53576,2012-01-12T05:09:00Z,17.6440,126.0250,0,,,,,,,,,0144799999999
53576,2012-01-12T06:00:00Z,17.6460,126.0300,0,-9.9,-3.4,-0.19,-0.08,313,15,0.123,-0.041,0111711111111
53576,2012-01-12T06:40:00Z,17.6440,126.0250,0,,,,,,,,,0111799999999
53576,2012-01-12T06:43:00Z,17.6440,126.0250,0,,,,,,,,,0111799999999
53576,2012-01-12T06:49:00Z,17.6460,126.0300,0,,,,,,,,,0144799999999
53576,2012-01-12T08:15:00Z,17.6460,126.0300,0,,,,,,,,,0111799999999
53576,2012-01-12T08:18:00Z,17.6360,126.0330,0,,,,,,,,,0144799999999
53576,2012-01-12T09:00:00Z,17.6330,126.0370,0,-9.2,-4.4,-0.17,-0.08,313,15,0.059,-0.139,0111711111111
53576,2012-01-12T10:49:00Z,17.6300,126.0400,0,,,,,,,,,0111799999999
53576,2012-01-12T10:55:00Z,17.6260,126.0460,0,,,,,,,,,0144799999999
53576,2012-01-12T12:00:00Z,17.6190,126.0420,0,-9.1,-4.1,-0.18,-0.08,313,15,0.093,-0.118,0111711111111
53576,2012-01-12T12:24:00Z,17.6300,126.0400,0,,,,,,,,,0111799999999
53576,2012-01-12T12:28:00Z,17.6190,126.0410,0,,,,,,,,,0144799999999
53576,2012-01-12T12:30:00Z,17.6190,126.0410,0,,,,,,,,,0111799999999
53576,2012-01-12T14:05:00Z,17.6080,126.0480,0,,,,,,,,,0111799999999
53576,2012-01-12T15:00:00Z,17.6100,126.0560,0,-10.5,-4.2,-0.2,-0.08,313,15,0.152,-0.021,0111711111111
53576,2012-01-12T17:03:00Z,17.6100,126.0680,0,,,,,,,,,0111799999999
53576,2012-01-12T17:07:00Z,17.6110,126.0650,0,,,,,,,,,0111799999999
53576,2012-01-12T17:38:00Z,17.6110,126.0650,0,,,,,,,,,0111799999999
53576,2012-01-12T18:00:00Z,17.6150,126.0730,0,-10.1,-3.5,-0.2,-0.07,313,15,0.098,0.154,0111711111111
53576,2012-01-12T19:06:00Z,17.6220,126.0780,0,,,,,,,,,0111799999999
53576,2012-01-12T19:21:00Z,17.6150,126.0610,0,,,,,,,,,0111799999999
53576,2012-01-12T20:48:00Z,17.6220,126.0780,0,,,,,,,,,0111799999999
53576,2012-01-12T21:00:00Z,17.6400,126.0760,0,-10,-2.1,-0.19,-0.05,313,15,0.142,0.226,0111711111111
53576,2012-01-12T23:21:00Z,17.6320,126.0700,0,,,,,,,,,0111799999999
53576,2012-01-13T00:00:00Z,17.6590,126.1020,0,-9.5,-3.9,-0.18,-0.07,313,15,0.27,0.18,0111711111111
53576,2012-01-13T00:52:00Z,17.6320,126.0700,0,,,,,,,,,0111799999999
53576,2012-01-13T02:35:00Z,17.6690,126.1210,0,,,,,,,,,0111799999999
53576,2012-01-13T03:00:00Z,17.6750,126.1310,0,-9.4,-4.5,-0.17,-0.08,313,15,0.289,0.036,0111711111111
53576,2012-01-13T04:21:00Z,17.6790,126.1400,0,,,,,,,,,0111799999999
53576,2012-01-13T04:24:00Z,17.6790,126.1400,0,,,,,,,,,0111799999999
53576,2012-01-13T04:52:00Z,17.6790,126.1400,0,,,,,,,,,0111799999999
53576,2012-01-13T05:54:00Z,17.6790,126.1400,0,,,,,,,,,0111799999999
53576,2012-01-13T06:00:00Z,17.6660,126.1610,0,-10.1,-4.1,-0.18,-0.08,313,15,0.226,-0.129,0111711111111
53576,2012-01-13T06:03:00Z,17.6730,126.1550,0,,,,,,,,,0144799999999
53576,2012-01-13T06:40:00Z,17.6730,126.1550,0,,,,,,,,,0111799999999
53576,2012-01-13T07:57:00Z,17.6590,126.1660,0,,,,,,,,,0111799999999
53576,2012-01-13T09:00:00Z,17.6500,126.1770,0,-10,-4.8,-0.2,-0.1,313,15,0.186,-0.165,0111711111111
53576,2012-01-13T09:32:00Z,17.6590,126.1660,0,,,,,,,,,0111799999999
53576,2012-01-13T10:24:00Z,17.6590,126.1660,0,,,,,,,,,0111799999999
53576,2012-01-13T12:00:00Z,17.6340,126.1990,0,-10.7,-5.1,-0.22,-0.12,313,15,0.196,-0.108,0111711111111
53576,2012-01-13T12:06:00Z,17.6490,126.1770,0,,,,,,,,,0111799999999
53576,2012-01-13T12:12:00Z,17.6490,126.1770,0,,,,,,,,,0111799999999
53576,2012-01-13T12:18:00Z,17.6340,126.1990,0,,,,,,,,,0144799999999
53576,2012-01-13T13:47:00Z,17.6280,126.2060,0,,,,,,,,,0111799999999
53576,2012-01-13T15:00:00Z,17.6290,126.2170,0,-10.7,-4,-0.22,-0.09,313,15,0.127,0.021,0111711111111
53576,2012-01-13T16:53:00Z,17.6280,126.2060,0,,,,,,,,,0111799999999
53576,2012-01-13T17:31:00Z,17.6340,126.2250,0,,,,,,,,,0111799999999
53576,2012-01-13T18:00:00Z,17.6380,126.2250,0,-10.2,-3.7,-0.2,-0.07,313,15,0.005,0.123,0111711111111
53576,2012-01-13T18:37:00Z,17.6330,126.2260,0,,,,,,,,,0111799999999
53576,2012-01-13T18:43:00Z,17.6330,126.2260,0,,,,,,,,,0111799999999
53576,2012-01-13T19:09:00Z,17.6330,126.2260,0,,,,,,,,,0111799999999
53576,2012-01-13T19:17:00Z,17.6420,126.2240,0,,,,,,,,,0144799999999
53576,2012-01-13T20:19:00Z,17.6420,126.2240,0,,,,,,,,,0111799999999
53576,2012-01-13T21:00:00Z,17.6530,126.2180,0,-9.6,-3.8,-0.19,-0.07,313,15,-0.015,0.185,0111711111111
53576,2012-01-13T22:53:00Z,17.6420,126.2240,0,,,,,,,,,0111799999999
53576,2012-01-13T23:01:00Z,17.6660,126.2150,0,,,,,,,,,0144799999999
53576,2012-01-13T23:10:00Z,17.6420,126.2240,0,,,,,,,,,0111799999999
53576,2012-01-14T00:00:00Z,17.6740,126.2220,0,-10.6,-2.7,-0.21,-0.05,313,15,0.118,0.195,0111711111111
53576,2012-01-14T00:33:00Z,17.6660,126.2150,0,,,,,,,,,0111799999999
53576,2012-01-14T00:34:00Z,17.6740,126.2230,0,,,,,,,,,0144799999999
53576,2012-01-14T00:46:00Z,17.6660,126.2150,0,,,,,,,,,0144799999999
53576,2012-01-14T02:09:00Z,17.6740,126.2230,0,,,,,,,,,0111799999999
53576,2012-01-14T03:00:00Z,17.6910,126.2420,0,-10.9,-0.4,-0.2,-0.02,313,15,0.284,0.154,0111711111111
53576,2012-01-14T04:09:00Z,17.6960,126.2520,0,,,,,,,,,0111799999999
53576,2012-01-14T04:49:00Z,17.6960,126.2520,0,,,,,,,,,0111799999999
53576,2012-01-14T05:46:00Z,17.6970,126.2530,0,,,,,,,,,0111799999999
53576,2012-01-14T05:51:00Z,17.7020,126.2710,0,,,,,,,,,0144799999999
53576,2012-01-14T06:00:00Z,17.7040,126.2800,0,-9.5,-0.8,-0.17,-0.01,313,15,0.274,0.118,0111711111111
53576,2012-01-14T06:30:00Z,17.7020,126.2710,0,,,,,,,,,0111799999999
53576,2012-01-14T06:32:00Z,17.7040,126.2810,0,,,,,,,,,0144799999999
53576,2012-01-14T07:31:00Z,17.7040,126.2810,0,,,,,,,,,0111799999999
