PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21641,2012-01-16T13:00:00Z,28.1830,126.5040,22,0,2.9,7,01111711
21641,2012-01-16T14:00:00Z,28.1810,126.5120,22,0,2.6,7,01111711
21641,2012-01-16T15:00:00Z,28.1830,126.5170,22,0,2.3,7,01111711
21641,2012-01-16T16:00:00Z,28.1890,126.5210,22.1,0,2.7,7,01111711
21641,2012-01-16T17:00:00Z,28.1970,126.5270,22.1,0,2.4,8,01111711
21641,2012-01-16T18:00:00Z,28.2070,126.5340,22.1,0,2.1,7,01111711
21641,2012-01-16T19:00:00Z,28.2150,126.5450,22.1,0,2.3,7,01111711
21641,2012-01-16T20:00:00Z,28.2220,126.5600,22,0,2.4,7,01111711
21641,2012-01-16T21:00:00Z,28.2280,126.5780,22,0,2.7,7,01111711
21641,2012-01-16T22:00:00Z,28.2320,126.5960,22,0,2.3,7,01111711
21641,2012-01-16T23:00:00Z,28.2350,126.6130,22,0,2.3,7,01111711
21641,2012-01-17T00:00:00Z,28.2370,126.6270,22,0,2.4,7,01111711
21641,2012-01-17T01:00:00Z,28.2420,126.6380,22,0,2,8,01111711
21641,2012-01-17T02:00:00Z,28.2510,126.6470,22,0,2.1,7,01111711
21641,2012-01-17T03:00:00Z,28.2650,126.6560,22,0,2.1,7,01111711
21641,2012-01-17T04:00:00Z,28.2820,126.6660,22,0,2.1,8,01111711
21641,2012-01-17T05:00:00Z,28.3000,126.6780,22,0,2.1,8,01111711
21641,2012-01-17T06:00:00Z,28.3180,126.6910,22,0,2.2,7,01111711
21641,2012-01-17T07:00:00Z,28.3350,126.7060,22,0,2,7,01111711
21641,2012-01-17T08:00:00Z,28.3480,126.7250,21.9,0,2.1,7,01111711
21641,2012-01-17T09:00:00Z,28.3590,126.7480,21.9,0,2,7,01111711
21641,2012-01-17T10:00:00Z,28.3670,126.7690,21.8,0,1.9,7,01111711
21641,2012-01-17T11:00:00Z,28.3730,126.7870,21.8,0,1.9,8,01111711
21641,2012-01-17T12:00:00Z,28.3760,126.8040,21.7,0,1.6,8,01111711
21641,2012-01-17T15:00:00Z,28.4070,126.8460,21.8,0,1.6,8,01111711
21641,2012-01-17T18:00:00Z,28.4700,126.8860,21.8,0,1.5,7,01111711
21641,2012-01-17T21:00:00Z,28.5270,126.9470,21.8,0,1.4,7,01111711
21641,2012-01-18T00:00:00Z,28.5760,127.0080,21.8,0,1.4,8,01111711
21641,2012-01-18T03:00:00Z,28.6350,127.0590,22,0,1.5,8,01111711
21641,2012-01-18T06:00:00Z,28.7060,127.1040,21.8,0,1.2,8,01111711
21641,2012-01-18T09:00:00Z,28.7830,127.1560,21.7,0,1.3,9,01111711
21641,2012-01-18T12:00:00Z,28.8740,127.2240,21,0,1.1,9,01111711
21641,2012-01-18T15:00:00Z,28.9230,127.2740,20.5,0,1.2,10,01111711
21641,2012-01-18T18:00:00Z,28.9630,127.3040,20.6,0,1.1,9,01111711
21641,2012-01-18T21:00:00Z,29.0050,127.3190,20.6,0,1.3,8,01111711
21641,2012-01-19T00:00:00Z,29.0430,127.3290,20.7,0,1.4,7,01111711
21641,2012-01-19T03:00:00Z,29.0710,127.3700,20.7,0,1.4,8,01111711
21641,2012-01-19T06:00:00Z,29.0730,127.4150,20.7,0,1.4,7,01111711
21641,2012-01-19T09:00:00Z,29.0680,127.4560,20.5,0,2.2,7,01111711
21641,2012-01-19T12:00:00Z,29.0770,127.5180,20.7,0,1.9,7,01111711
21641,2012-01-19T15:00:00Z,29.1430,127.6460,21.7,0,1.8,7,01111711
21641,2012-01-19T18:00:00Z,29.2050,127.7950,22,0,2,7,01111711
21641,2012-01-19T19:00:00Z,29.2230,127.8450,22.1,0,2.1,7,01111711
21641,2012-01-19T20:00:00Z,29.2420,127.8950,22.2,0,2.3,7,01111711
21641,2012-01-19T21:00:00Z,29.2600,127.9460,22.2,0,2.2,7,01111711
21641,2012-01-19T22:00:00Z,29.2800,127.9960,22.2,0,2.1,7,01111711
21641,2012-01-19T23:00:00Z,29.3020,128.0470,22.2,0,2.3,7,01111711
21641,2012-01-20T00:00:00Z,29.3240,128.0970,22.2,0,2,7,01111711
21641,2012-01-20T01:00:00Z,29.3470,128.1460,22.3,0,2.3,7,01111711
21641,2012-01-20T02:00:00Z,29.3690,128.1940,22.4,0,1.7,7,01111711
21641,2012-01-20T03:00:00Z,29.3910,128.2410,22.3,0,1.9,7,01111711
21641,2012-01-20T06:00:00Z,29.4740,128.3750,22.4,0,1.9,7,01111711
21641,2012-01-20T09:00:00Z,29.5450,128.5100,22.3,0,2.1,7,01111711
21641,2012-01-20T10:00:00Z,29.5660,128.5490,22.2,0,1.9,7,01111711
21641,2012-01-20T11:00:00Z,29.5840,128.5850,22.2,0,1.8,7,01111711
21641,2012-01-20T12:00:00Z,29.6010,128.6200,22.2,0,1.8,7,01111711
21641,2012-01-20T15:00:00Z,29.6500,128.7160,22.1,0,2,8,01111711
21641,2012-01-20T16:00:00Z,29.6650,128.7430,22,0,2,7,01111711
21641,2012-01-20T17:00:00Z,29.6810,128.7680,22,0,1.9,7,01111711
21641,2012-01-20T18:00:00Z,29.6960,128.7890,22,0,1.8,8,01111711
21641,2012-01-20T21:00:00Z,29.7440,128.8420,22,0,1.8,7,01111711
21641,2012-01-21T00:00:00Z,29.7930,128.8960,22.2,0,1.8,8,01111711
21641,2012-01-21T03:00:00Z,29.8470,128.9450,22.2,0,1.6,8,01111711
21641,2012-01-21T06:00:00Z,29.8880,129.0180,22.3,0,1.5,9,01111711
21641,2012-01-21T09:00:00Z,29.9080,129.0800,22.2,0,1.5,9,01111711
21641,2012-01-21T12:00:00Z,29.9260,129.1450,22.1,0,1.3,8,01111711
21641,2012-01-21T15:00:00Z,29.9240,129.2140,22,0,1.4,9,01111711
21641,2012-01-21T18:00:00Z,29.9060,129.2680,21.9,0,1.1,8,01111711
21641,2012-01-21T21:00:00Z,29.8990,129.2820,21.9,0,1.4,9,01111711
21641,2012-01-22T00:00:00Z,29.9170,129.2870,21.7,0,2,9,01111711
21641,2012-01-22T01:00:00Z,29.9220,129.3020,21.5,0,1.9,8,01111711
21641,2012-01-22T02:00:00Z,29.9240,129.3200,21.5,0,2.2,9,01111711
21641,2012-01-22T03:00:00Z,29.9190,129.3390,21.4,0,2.6,8,01111711
21641,2012-01-22T04:00:00Z,29.9090,129.3610,21.4,0,3.1,8,01111711
21641,2012-01-22T05:00:00Z,29.8960,129.3800,21.4,0,3.8,9,01111711
21641,2012-01-22T06:00:00Z,29.8830,129.3960,21.4,0,3.7,8,01111711
21641,2012-01-22T07:00:00Z,29.8720,129.4080,21.3,0,3.9,8,01111711
21641,2012-01-22T08:00:00Z,29.8640,129.4170,21.3,0,3.7,9,01111711
21641,2012-01-22T09:00:00Z,29.8590,129.4290,21.3,0,4.1,9,01111711
21641,2012-01-22T10:00:00Z,29.8550,129.4450,21.3,0,3.8,9,01111711
21641,2012-01-22T11:00:00Z,29.8490,129.4640,21.3,0,3.6,9,01111711
21641,2012-01-22T12:00:00Z,29.8380,129.4860,21.3,0,3.6,9,01111711
21641,2012-01-22T13:00:00Z,29.8210,129.5090,21.3,0,3.6,9,01111711
21641,2012-01-22T14:00:00Z,29.8010,129.5330,21.3,0,3.6,9,01111711
21641,2012-01-22T15:00:00Z,29.7800,129.5570,21.3,0,3.9,9,01111711
21641,2012-01-22T16:00:00Z,29.7590,129.5790,21.3,0,3.8,9,01111711
21641,2012-01-22T17:00:00Z,29.7390,129.5990,21.3,0,3.5,9,01111711
21641,2012-01-22T18:00:00Z,29.7190,129.6140,21.3,0,3.6,9,01111711
21641,2012-01-22T19:00:00Z,29.7000,129.6230,21.3,0,3.9,10,01111711
21641,2012-01-22T20:00:00Z,29.6810,129.6280,21.3,0,3.4,9,01111711
21641,2012-01-22T21:00:00Z,29.6620,129.6290,21.3,0,3.1,8,01111711
21641,2012-01-22T22:00:00Z,29.6470,129.6280,21.3,0,3.7,9,01111711
21641,2012-01-22T23:00:00Z,29.6300,129.6280,21.3,0,3.4,9,01111711
21641,2012-01-23T00:00:00Z,29.6100,129.6270,21.3,0,3.4,9,01111711
21641,2012-01-23T01:00:00Z,29.5910,129.6270,21.3,0,3.2,9,01111711
21641,2012-01-23T02:00:00Z,29.5710,129.6300,21.3,0,3.6,9,01111711
21641,2012-01-23T03:00:00Z,29.5510,129.6330,21.3,0,3.1,8,01111711
21641,2012-01-23T04:00:00Z,29.5280,129.6430,21.4,0,3.5,9,01111711
21641,2012-01-23T05:00:00Z,29.5020,129.6570,21.3,0,3.8,9,01111711
21641,2012-01-23T06:00:00Z,29.4760,129.6750,21.3,0,3.4,9,01111711
21641,2012-01-23T07:00:00Z,29.4510,129.6900,21.2,0,3.2,9,01111711
21641,2012-01-23T08:00:00Z,29.4280,129.7010,21.2,0,3.3,9,01111711
21641,2012-01-23T09:00:00Z,29.4070,129.7070,21.2,0,3,9,01111711
21641,2012-01-23T10:00:00Z,29.3890,129.7080,21.3,0,2.6,8,01111711
21641,2012-01-23T11:00:00Z,29.3740,129.7080,21.3,0,2.8,8,01111711
21641,2012-01-23T12:00:00Z,29.3610,129.7070,21.3,0,2.9,8,01111711
21641,2012-01-23T13:00:00Z,29.3450,129.7080,21.3,0,2.9,8,01111711
21641,2012-01-23T14:00:00Z,29.3260,129.7130,21.3,0,2.8,8,01111711
21641,2012-01-23T15:00:00Z,29.3060,129.7250,21.3,0,3,9,01111711
21641,2012-01-23T16:00:00Z,29.2880,129.7440,21.3,0,2.8,8,01111711
21641,2012-01-23T17:00:00Z,29.2710,129.7640,21.3,0,2.5,9,01111711
21641,2012-01-23T18:00:00Z,29.2560,129.7830,21.3,0,2.2,9,01111711
21641,2012-01-23T19:00:00Z,29.2400,129.7980,21.3,0,2.3,8,01111711
21641,2012-01-23T20:00:00Z,29.2300,129.8060,21.3,0,2,8,01111711
21641,2012-01-23T21:00:00Z,29.2240,129.8100,21.2,0,2.2,8,01111711
21641,2012-01-23T22:00:00Z,29.2220,129.8150,21.2,0,2.1,9,01111711
21641,2012-01-23T23:00:00Z,29.2220,129.8250,21.3,0,2,9,01111711
21641,2012-01-24T00:00:00Z,29.2250,129.8390,21.3,0,2,8,01111711
21641,2012-01-24T01:00:00Z,29.2250,129.8550,21.3,0,2.1,8,01111711
21641,2012-01-24T02:00:00Z,29.2190,129.8720,21.3,0,2.2,8,01111711
21641,2012-01-24T03:00:00Z,29.2110,129.8890,21.3,0,2.1,7,01111711
21641,2012-01-24T04:00:00Z,29.2010,129.9060,21.3,0,2.1,7,01111711
21641,2012-01-24T05:00:00Z,29.1910,129.9220,21.3,0,2,7,01111711
21641,2012-01-24T06:00:00Z,29.1790,129.9360,21.3,0,1.9,8,01111711
21641,2012-01-24T09:00:00Z,29.1420,129.9640,21.3,0,1.7,8,01111711
21641,2012-01-24T12:00:00Z,29.1170,129.9800,21.2,0,1.7,8,01111711
