PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),QC
41922,2008-12-20T00:40:00Z,20.8470,122.0700,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T00:41:00Z,20.8470,122.0700,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T00:55:00Z,20.8470,122.0700,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T00:56:00Z,20.8470,122.0700,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T01:09:00Z,20.8600,122.0690,,,25,14,24.9,29,24.6,43,,85,,107,22.2,118,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T01:10:00Z,20.8470,122.0700,,,25,14,24.9,29,24.6,43,,85,,107,22.2,118,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T01:11:00Z,20.8470,122.0700,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T01:24:00Z,20.8600,122.0690,,,25,14,24.8,29,24.5,43,,85,,107,22.3,118,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T01:25:00Z,20.8470,122.0700,24.8,,24.84,0,25,14,24.8,29,24.5,43,,85,22.6,107,22.3,118,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T01:26:00Z,20.8470,122.0700,24.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T01:39:00Z,20.8600,122.0690,25,,25,0,25.1,14,24.8,29,24.5,43,,85,22.6,107,22.3,118,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T01:40:00Z,20.8470,122.0700,25,,25,0,25.1,14,24.8,29,24.5,43,,85,22.6,107,22.3,118,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T02:40:00Z,20.8600,122.0690,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T02:55:00Z,20.8600,122.0690,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T03:10:00Z,20.8600,122.0690,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T03:25:00Z,20.8600,122.0690,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T04:41:00Z,20.8670,122.0510,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T04:54:00Z,20.8670,122.0510,,,25.1,14,24.8,29,24.4,43,,84,,109,22.1,121,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T04:55:00Z,20.8670,122.0510,,,25.2,14,24.5,30,24.3,44,,86,,111,22.4,124,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T04:56:00Z,20.8670,122.0510,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T05:09:00Z,20.8860,122.0070,,,25.1,14,24.8,29,24.4,43,,84,,109,22.1,121,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T05:10:00Z,20.8670,122.0510,,,25.1,14,24.8,30,24.4,44,,86,,111,22.1,124,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T05:11:00Z,20.8670,122.0510,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T05:24:00Z,20.8860,122.0070,25,,25,0,25.2,14,24.7,29,24.3,43,,84,22.5,109,22.3,121,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T05:25:00Z,20.8670,122.0510,24.9,,24.9,0,25.1,14,24.8,30,24.4,44,,86,22.3,111,22.1,124,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T05:26:00Z,20.8670,122.0510,24.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T06:41:00Z,20.8860,122.0070,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T06:56:00Z,20.8740,121.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T07:09:00Z,20.8740,121.9870,,,25,12,24.6,25,24.2,37,,68,,88,22.9,98,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T07:10:00Z,20.8740,121.9870,,,25,12,24.6,25,24.2,37,,68,,88,22.9,98,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T07:11:00Z,20.8860,122.0070,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T07:24:00Z,20.8740,121.9870,,,24.9,12,24.5,25,24.2,37,,68,,88,22.9,98,,,,,,,,,,,,,014499111111919111999999999999
41922,2008-12-20T07:25:00Z,20.8740,121.9870,,,24.9,12,24.5,25,24.2,37,,68,,88,22.9,98,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T07:26:00Z,20.8740,121.9870,25.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T07:39:00Z,20.8740,121.9870,25.1,,25.1,0,25.1,12,24.9,25,24.5,37,,68,23.5,88,23.3,98,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T07:40:00Z,20.8740,121.9870,25.1,,25.1,0,25.1,12,24.9,25,24.5,37,,68,23.5,88,23.3,98,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T07:41:00Z,20.8740,121.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T07:54:00Z,20.8740,121.9870,,,25.4,10,25,21,24.8,31,,50,23.8,62,23.6,68,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T07:55:00Z,20.8740,121.9870,,,25.4,10,25,21,24.8,31,,50,23.8,62,23.6,68,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T07:56:00Z,20.8740,121.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T08:09:00Z,20.8740,121.9870,,,25.4,10,25,21,24.8,31,,50,23.6,62,23.5,68,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T08:10:00Z,20.8740,121.9870,,,25.4,10,25,21,24.8,31,,50,23.6,62,23.5,68,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T08:11:00Z,20.8740,121.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T08:24:00Z,20.8740,121.9870,25.5,,25.5,0,25.3,10,25,21,24.8,31,,50,23.6,62,23.5,68,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T08:25:00Z,20.8920,121.9640,25.5,,25.5,0,25.3,10,25,21,24.8,31,,50,23.6,62,23.5,68,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T08:26:00Z,20.8740,121.9870,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-20T08:40:00Z,20.8920,121.9630,,,25.1,12,24.9,25,24.4,37,,65,23.6,81,23.5,89,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-20T08:41:00Z,20.8920,121.9630,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T08:55:00Z,20.8920,121.9630,,,25,12,24.7,25,24,37,,65,23.6,81,23.5,89,,97,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-20T08:56:00Z,20.8920,121.9630,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T09:10:00Z,20.8920,121.9630,24.7,,24.7,0,24.9,12,24.4,25,24,37,,65,23.7,81,23.6,89,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T09:11:00Z,20.8970,121.9580,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T09:24:00Z,20.8970,121.9580,,,24.7,14,24.4,30,24.3,44,,88,,117,23,132,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T09:25:00Z,20.8970,121.9580,24.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T09:26:00Z,20.8970,121.9580,24.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T09:39:00Z,20.8970,121.9580,,,24.8,14,24.4,30,24.2,44,,88,,117,22.4,132,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-20T09:41:00Z,20.8970,121.9580,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T09:54:00Z,20.8970,121.9580,24.8,,24.8,0,24.7,14,24.3,30,24.2,44,,88,22.5,117,22.4,132,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T09:56:00Z,20.8970,121.9580,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T10:11:00Z,20.8890,121.9520,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T10:26:00Z,20.8890,121.9520,24.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T11:39:00Z,20.8890,121.9520,,,25.4,11,25.1,22,25,33,,57,24.1,70,23.9,77,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T11:41:00Z,20.8890,121.9520,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T11:54:00Z,20.9230,121.9570,,,25.4,11,25,22,24.9,33,,57,24,70,23.8,77,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-20T11:56:00Z,20.9230,121.9570,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T12:09:00Z,20.9230,121.9570,25.4,,25.4,0,25.2,11,24.9,22,24.8,33,,57,24,70,23.9,77,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T12:11:00Z,20.9230,121.9570,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T12:24:00Z,20.9230,121.9570,,,25.3,11,25,24,24.8,35,,62,23.9,77,23.9,84,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T12:26:00Z,20.9230,121.9570,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T12:39:00Z,20.9230,121.9570,,,25.1,11,24.9,24,24.7,35,,62,23.9,77,24,84,,91,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-20T12:54:00Z,20.9230,121.9570,25.1,,25.1,0,25,11,24.8,24,24.6,35,,62,24,77,24,84,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T13:40:00Z,20.9230,121.9570,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T13:55:00Z,20.9230,121.9570,,,25.2,13,24.8,28,24.3,41,,80,23.6,97,23.1,105,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T14:10:00Z,20.9230,121.9570,,,25.1,13,24.8,28,24.4,41,,80,23.8,97,23.3,105,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T14:25:00Z,20.9230,121.9570,25.5,,25.5,0,25.4,13,25.2,28,24.9,41,,80,23.8,97,23.4,105,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T15:40:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T15:41:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T15:55:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T15:56:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T16:10:00Z,21.0070,121.9390,,,25.2,12,24.9,26,24.4,38,,70,24.3,86,24.1,94,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T16:11:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T16:25:00Z,21.0070,121.9390,25.2,,25.24,0,25.2,12,25,26,24.4,38,,70,24.3,86,24.1,94,,102,,,,,,,,,011119111111119111119199999999
41922,2008-12-20T16:26:00Z,21.0070,121.9390,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T16:40:00Z,21.0070,121.9390,25.2,,25.2,0,25.4,12,25,26,24.6,38,,70,24.3,86,24.3,94,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T16:41:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T16:56:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T17:11:00Z,21.0070,121.9390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T17:26:00Z,21.0070,121.9390,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T17:39:00Z,21.0070,121.9390,,,25.6,14,25.3,28,25.2,42,,78,24.2,94,24,102,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T17:41:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T17:54:00Z,21.0070,121.9390,,,25.6,14,25.4,28,25.3,42,,78,24.2,94,24,102,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-20T17:56:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T18:09:00Z,21.0070,121.9390,25.5,,25.5,0,25.6,14,25.5,28,25.4,42,,78,24.2,94,24.1,102,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T18:11:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T18:26:00Z,21.0160,121.9650,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T18:40:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T18:41:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T18:56:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T19:09:00Z,21.0160,121.9650,,,25.3,14,25.2,30,25,44,,87,24,116,23.4,131,,145,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-20T19:10:00Z,21.0160,121.9650,,,25.3,14,25.2,30,25,44,,87,24,116,23.4,131,,145,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-20T19:11:00Z,21.0160,121.9650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T19:24:00Z,21.0420,121.9750,,,25.3,14,25.1,30,25,44,,87,24,116,23.2,131,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-20T19:25:00Z,21.0420,121.9770,,,25.3,14,25.1,30,25,44,,87,24,116,23.2,131,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-20T19:26:00Z,21.0420,121.9770,25.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T19:39:00Z,21.0420,121.9750,25.2,,25.2,0,25.3,14,25.1,30,24.9,44,,87,23.6,116,22.4,131,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T19:40:00Z,21.0420,121.9770,25.2,,25.2,0,25.3,14,25.1,30,24.9,44,,87,23.6,116,22.4,131,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-20T19:41:00Z,21.0420,121.9750,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T19:56:00Z,21.0420,121.9750,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T20:11:00Z,21.0420,121.9750,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T20:26:00Z,21.0420,121.9750,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T20:39:00Z,21.0420,121.9750,,,25.3,13,25.2,14,25.1,28,25,41,25,42,,77,,80,23.7,99,23.7,106,23,110,23,119,,,011199111111111191911111111199
41922,2008-12-20T20:41:00Z,21.0420,121.9750,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T20:54:00Z,21.0340,121.9740,,,25.4,13,25.3,14,25.2,28,25,41,25,42,,77,,80,24.1,99,23.7,106,23.6,110,23,119,,,011199111111111191911111111199
41922,2008-12-20T20:56:00Z,21.0340,121.9740,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T21:09:00Z,21.0340,121.9740,25.3,,25.3,0,25.5,13,25.4,14,25.3,28,25.1,41,25,42,,77,,80,24.2,99,24.1,106,24,110,23.6,119,011119111111111111919111111111
41922,2008-12-20T21:11:00Z,21.0340,121.9740,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T21:24:00Z,21.0340,121.9740,,,25.6,13,25.4,27,25.1,40,,76,24.2,97,24,108,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T21:25:00Z,21.0340,121.9740,,,25.6,13,25.4,27,25.1,40,,76,24.2,97,24,108,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T21:26:00Z,21.0340,121.9740,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T21:39:00Z,21.0340,121.9740,,,25.6,13,25.4,27,25,40,,76,24.2,97,24,108,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T21:40:00Z,21.0340,121.9740,,,25.6,13,25.4,27,25,40,,76,24.2,97,24,108,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T21:41:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-20T21:54:00Z,21.0320,121.9810,25.6,,25.6,0,25.6,13,25.3,27,24.9,40,,76,24.1,97,24,108,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T21:55:00Z,21.0320,121.9810,25.6,,25.6,0,25.6,13,25.3,27,24.9,40,,76,24.1,97,24,108,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T21:56:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T22:10:00Z,21.0320,121.9810,,,25.7,13,25.4,27,25,40,,79,24.2,105,24,119,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-20T22:11:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T22:25:00Z,21.0320,121.9810,25.5,,25.48,0,25.7,13,25.5,27,25.3,40,,79,24.1,105,24,119,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T22:26:00Z,21.0320,121.9810,25.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-20T22:40:00Z,21.0320,121.9810,25.6,,25.6,0,25.7,13,25.5,27,25.3,40,,79,24.1,105,24,119,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-20T23:41:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-20T23:56:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T00:11:00Z,21.0320,121.9810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T00:24:00Z,21.0380,121.9910,,,25.4,14,25,28,24.8,42,,85,24.2,109,23.9,121,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-21T00:26:00Z,21.0320,121.9810,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-21T00:39:00Z,21.0380,121.9910,,,25.3,14,25,28,24.7,42,,85,24.1,109,23.9,121,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-21T00:41:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T00:54:00Z,21.0380,121.9910,25.2,,25.2,0,25.3,14,25,28,24.8,42,,85,24,109,23.8,121,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T00:56:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T01:11:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T01:26:00Z,21.0380,121.9910,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T01:40:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T01:41:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T01:54:00Z,21.0380,121.9910,,,25.3,14,25.1,29,24.9,43,,84,24.3,108,23.7,120,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T01:55:00Z,21.0380,121.9910,,,25.3,14,25.1,29,24.9,43,,84,24.3,108,23.7,120,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T01:56:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T02:09:00Z,21.0380,121.9910,,,25.3,14,25.2,29,24.8,43,,84,24.2,108,23.6,120,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T02:10:00Z,21.0380,121.9910,,,25.3,14,25.2,29,24.8,43,,84,24.2,108,23.6,120,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T02:11:00Z,21.0380,121.9910,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T02:24:00Z,21.0380,121.9910,25.1,,25.1,0,25.3,14,25.2,29,24.7,43,,84,24,108,23.3,120,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T02:25:00Z,21.0380,121.9910,25.1,,25.1,0,25.3,14,25.2,29,24.7,43,,84,24,108,23.3,120,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T02:26:00Z,21.0380,121.9910,25,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T02:41:00Z,21.0400,121.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T02:56:00Z,21.0400,121.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T03:11:00Z,21.0400,121.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T03:24:00Z,21.0400,121.9960,,,25.3,14,25.1,29,24.7,43,,85,,108,23.4,120,,132,,,,,,,,,,,011199111111919111919999999999
41922,2008-12-21T03:26:00Z,21.0400,121.9960,25,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T03:39:00Z,21.0400,121.9960,,,25.2,14,25.1,29,24.7,43,,85,23.7,108,23.5,120,,132,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-21T03:54:00Z,21.0400,121.9960,25.1,,25.1,0,25.2,14,24.9,29,24.7,43,,85,23.8,108,23.4,120,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T04:40:00Z,21.0210,121.9840,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T04:55:00Z,21.0210,121.9840,,,25.3,13,25.1,26,24.8,39,,72,,91,22.7,101,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-21T05:10:00Z,21.0210,121.9840,,,25.5,13,25.2,26,24.9,39,,72,,91,22.8,101,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-21T05:25:00Z,21.0210,121.9840,25.6,,25.6,0,25.5,13,25.2,26,24.9,39,,72,23.5,91,23.2,101,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T06:24:00Z,21.0130,121.9460,,,25.3,14,25.2,29,25.1,43,,87,,115,23.4,129,,,,,,,,,,,,,011199111111919111999999999999
41922,2008-12-21T06:39:00Z,21.0220,121.9050,,,25.3,14,25.3,29,25.1,43,,87,23.6,115,23.4,129,,,,,,,,,,,,,014499111111911111999999999999
41922,2008-12-21T06:41:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T06:54:00Z,21.0220,121.9050,25.5,,25.5,0,25.4,14,25.3,29,25.1,43,,87,23.7,115,23.4,129,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T06:56:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T07:11:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T07:26:00Z,21.0220,121.9050,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T07:40:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T07:41:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T07:55:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T07:56:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T08:10:00Z,21.0220,121.9050,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T08:11:00Z,21.0310,121.8830,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T08:25:00Z,21.0220,121.9050,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
