PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),QC,STATION_NUMBER
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,967,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,968,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,969,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,970,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,971,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,972,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,973,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,974,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,975,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,976,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,977,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,978,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,979,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,980,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,981,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,982,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,983,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,984,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,985,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,986,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,987,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,988,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,989,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,990,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,991,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,992,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,993,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,994,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,995,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,996,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,997,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,998,,011119,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,999,,011119,13098775
